TDA,person_zscore,woman_zscore,man_zscore,girl_zscore,boy_zscore
gallimaufry,-0.018979981833129243,-0.04948741306603917,-0.02642298616441274,-0.025868365390062934,-0.014012762381223419
galling,-0.018808815380196697,-0.04784141681367722,-0.025183366230341352,-0.02545903264009998,-0.013771344208018916
gallio,-0.018969374334637648,-0.04947027123975908,-0.026395705796145322,-0.02586857032969075,-0.014012474893074322
gallivanting,-0.01897877643557338,-0.04942341691459349,-0.026374774313583777,-0.025801691697812625,-0.01396805797403878
gallomaniac,-0.018979981833129243,-0.0494946507260241,-0.026423382969769357,-0.025868911895737118,-0.014012834253260692
gallophile,-0.018979620213862482,-0.0494946507260241,-0.026423382969769357,-0.025868911895737118,-0.014012834253260692
gallophobe,-0.018979981833129243,-0.0494946507260241,-0.026423382969769357,-0.025868911895737118,-0.014012834253260692
galloping,-0.018892590510329176,-0.048767075432802315,-0.025973008890009107,-0.02429770808246142,-0.013770625487646172
galloptious,-0.018979981833129243,-0.0494946507260241,-0.026423382969769357,-0.025868911895737118,-0.014012834253260692
gallows,-0.01834835351385704,-0.04214271189922806,-0.02592936030078124,-0.02330033522707772,-0.012611329526411095
gally,-0.01894611016180949,-0.04943255922194287,-0.026198195929889232,-0.025432390488483565,-0.011612308208297792
galoot,-0.018979017515084552,-0.04949426979655121,-0.026316245523482776,-0.025811733739575737,-0.013974310841281647
galumphing,-0.01897974075361807,-0.04948131819447291,-0.02639868183631995,-0.025825669634267398,-0.014006797002129649
galvanic,-0.018971061891215855,-0.04945160569558742,-0.026344517905141734,-0.025828197223010493,-0.014005431433421436
galvanized,-0.018549654905686157,-0.045113961787777754,-0.02463775886499303,-0.025211738822532238,-0.013669285915089355
galvanizing,-0.01893345348747293,-0.04943179736299709,-0.02639699541355433,-0.025852585038720902,-0.014012762381223419
gambadoing,-0.018979981833129243,-0.0494946507260241,-0.026423382969769357,-0.025868911895737118,-0.014012834253260692
gambler,-0.01823384074605006,-0.001878466614650765,-0.0191320845419327,-0.01862771171281435,-0.012079476450580991
gambling,0.01995435922124493,0.12306640049359287,0.0514496682663092,-0.002369167905874559,-0.012208846117674801
gamboling,-0.018979017515084552,-0.04949388886707832,-0.02628450109495342,-0.025864744789971472,-0.014011684300664302
game,0.05310279200747681,0.23467873605065195,0.1035303713222853,0.18590203685011733,2.149335487704323
gameling,-0.018979981833129243,-0.0494946507260241,-0.026420109325577267,-0.025865427922064203,-0.014011684300664302
gamesome,-0.018864986906299914,-0.049491222360768083,-0.02636971504528691,-0.02577805532740422,0.0067581845190230845
gamin,-0.01893935993549666,-0.04893468440087435,-0.02581726278753695,-0.02470758733809856,-0.013286926676789875
gaming,-0.01263959068928998,0.09678226686411479,0.001452193332572141,0.026732259244362212,0.00438640728896992
gammer,-0.018934297265762033,-0.04949236514918676,-0.025927376273998156,-0.02423622619411585,-0.01368941008552617
gammerstags,-0.018979981833129243,-0.0494946507260241,-0.026423382969769357,-0.025868911895737118,-0.014012834253260692
gamming,-0.018973954845349927,-0.04949236514918676,-0.02638439684348174,-0.02535929535456161,-0.013744032833854667
gammoning,-0.018979981833129243,-0.0494946507260241,-0.026420803734951346,-0.025868911895737118,-0.014012834253260692
gammy,-0.018930681073094445,-0.04949236514918676,-0.026237876465550928,-0.02514479187744484,-0.013886339467657856
gamphrel,-0.018979981833129243,-0.0494946507260241,-0.026423382969769357,-0.025868911895737118,-0.014012834253260692
gamping,-0.018979981833129243,-0.04949426979655121,-0.026406320339434828,-0.025868706956109298,-0.014012690509186144
gamy,-0.01893248916942824,-0.049388371403087515,-0.026358604495301637,-0.025797866158093347,-0.013298426202753769
ganching,-0.018979981833129243,-0.0494946507260241,-0.026423382969769357,-0.025868911895737118,-0.014012834253260692
gander,-0.018331477948074958,-0.04894992157978999,-0.023100138108102308,-0.023949310715169855,-0.013049748953784558
gangling,-0.018778680441300124,-0.04933808871266591,-0.02463775886499303,-0.025652359022342162,-0.013135995398513765
gangrel,-0.018966481380503577,-0.049403608582003156,-0.026384595246160047,-0.025838990710075605,-0.014000687878961329
gangrenous,-0.018941168031830453,-0.049182669487726385,-0.026286485121736505,-0.02586829707685366,-0.014012331148999772
gangster,-0.018979981833129243,0.1706825846049662,0.012165937961230083,0.04585995784076197,-0.0015789718048001616
gapeseed,-0.01897937913435131,-0.0494946507260241,-0.026423382969769357,-0.025868843582527844,-0.014012834253260692
gaping,-0.014049905829649663,0.4266671903877092,0.15114701411632062,0.012386485297062396,0.02170756827208546
gapingstock,-0.018979981833129243,-0.0494946507260241,-0.026423382969769357,-0.025868911895737118,-0.014012834253260692
garbled,-0.01894550746303156,-0.04936818214102429,-0.02634322828773273,-0.025857366963370005,-0.014009743755657895
garbling,-0.018979499674106896,-0.04949350793760543,-0.02642139894298627,-0.025868911895737118,-0.014012834253260692
gare,-0.01881002077775256,-0.04465684642030857,-0.02344734279514215,0.002890949208135374,-0.01128888404056327
gargantuan,-0.01874492930973596,-0.03989522800917124,-0.026423382969769357,-0.01459723236571583,-0.009772384054074731
garish,-0.018791939814414616,-0.04650435436382985,-0.025361928640818987,-0.024625611486971132,-0.013696597289253603
garnering,-0.018972628908038476,-0.04948360377131026,-0.026329042496233673,-0.025868365390062934,-0.01401261863714887
garnishing,-0.018978896975328965,-0.04947865168816268,-0.026412669225140697,-0.025859279733229643,-0.014012474893074322
garreteer,-0.018979861293373656,-0.0494946507260241,-0.026423382969769357,-0.025868911895737118,-0.014012834253260692
garrulous,-0.017003129841513958,-0.0438568945272375,-0.02379454748218199,-0.02568241683442222,-0.013772781648764403
gas-tight,-0.018979981833129243,-0.04949426979655121,-0.019509049630718815,-0.025868433703272208,-0.014012690509186144
gascon,-0.018962262489058055,-0.04928818695171719,-0.026345212314515816,-0.02582881204189395,-0.013968417334225151
gasconading,-0.018979861293373656,-0.0494946507260241,-0.026422490157716968,-0.025868911895737118,-0.014012834253260692
gaseous,-0.018905970423199255,-0.049306090636943065,-0.026287477135128048,-0.02582478156254685,-0.013993213187084798
gash,-0.01816995467558932,-0.012658770697465687,-0.010650370044245164,0.008902511624146726,-0.005028829593968402
gashful,-0.018979981833129243,-0.0494946507260241,-0.026423382969769357,-0.025868911895737118,-0.014012762381223419
gasping,-0.01750939681497641,-0.036162119174839566,-0.023000936768948068,-0.015485304086262964,-0.009923315332350842
gaspy,-0.01897937913435131,-0.049462271720828364,-0.026406816346130596,-0.025830793124962864,-0.013954042926770284
gassy,-0.018072317473564418,-0.04008569274561673,-0.02063002476316173,-0.007902537856975917,-0.007041246637649875
gast,-0.01688259008592766,-0.04499968294591046,0.01672919956232513,-0.008517356740431624,-0.003591388848481635
gastering,-0.01894454314498687,-0.04886992639048288,-0.026423085365751893,-0.025868911895737118,-0.014012331148999772
gastronomer,-0.018979620213862482,-0.0494946507260241,-0.026411776413088308,-0.025868911895737118,-0.014012834253260692
gastrophile,-0.018979981833129243,-0.0494946507260241,-0.026423382969769357,-0.025868911895737118,-0.014012834253260692
gauche,-0.017860167503732535,-0.033114683391711676,-0.025750797890303607,-0.021715468771947456,-0.01205791483939869
gaudy,-0.018713588973283523,-0.04560917010253603,-0.022375968332276355,-0.025008165458899126,-0.011856673135030542
gauging,-0.018783502031523576,-0.04770428220343646,-0.0256476284975832,-0.02530259539086514,-0.01366641103359838
gauming,-0.01897974075361807,-0.0494946507260241,-0.026423382969769357,-0.025868911895737118,-0.014012834253260692
gaunt,-0.018313396984737013,-0.010639844491143458,-0.011443980757479086,0.015870458969978067,-0.011799175505211071
gaustering,-0.018979981833129243,-0.0494946507260241,-0.026423382969769357,-0.025868911895737118,-0.014012834253260692
gauzy,-0.018979499674106896,-0.049188002500346856,-0.026399277044354876,-0.025679684306051304,-0.014005143945272339
gavauling,-0.018979981833129243,-0.0494946507260241,-0.026423382969769357,-0.025868911895737118,-0.014012834253260692
gawfing,-0.018979981833129243,-0.0494946507260241,-0.026423382969769357,-0.025868911895737118,-0.014012834253260692
gawkhammer,-0.018979981833129243,-0.0494946507260241,-0.0264232837684302,-0.025868911895737118,-0.014012834253260692
gawkish,-0.018975039703150204,-0.049455034060843436,-0.026405526728721592,-0.025656457814898535,-0.013999394182290391
gawky,-0.018877281961369716,-0.04791379341352651,-0.025597035814614536,-0.02202287821367531,-0.010872026224372108
gawny,-0.018979981833129243,-0.0494946507260241,-0.026423382969769357,-0.025868911895737118,-0.014012762381223419
gawsy,-0.018979981833129243,-0.0494946507260241,-0.026423382969769357,-0.025868638642900024,-0.014012834253260692
gay,0.1594188564345914,0.3428627063516922,3.3464221482743977,0.12100448804090387,2.206833117523794
gayish,-0.018932609709183826,-0.04901087029545255,-0.026136691099613602,-0.025571066303307462,-0.013805842785910597
gazelle,-0.018848593499540177,-0.02778167077123786,-0.015213631645340214,-0.023997129961660854,-0.005172573668517078
gazetteer,-0.018783502031523576,-0.049493127008132534,-0.025629772256535434,-0.025868638642900024,-0.01379793686181042
gazing,-0.01738885705939011,-0.030791013607076655,-0.02582123084110312,-0.021619830278965458,-0.01153324896729602
gazingstock,-0.018979620213862482,-0.04949426979655121,-0.026423184567091047,-0.025868911895737118,-0.014012834253260692
gecking,-0.018979981833129243,-0.0494946507260241,-0.026423382969769357,-0.025868911895737118,-0.01401261863714887
geeing,-0.018979861293373656,-0.04949388886707832,-0.02642258935905612,-0.025868911895737118,-0.014012834253260692
geek,0.026584045778491303,0.09144925424364096,0.1491629873332358,0.25353211403024506,0.02120446401116509
geeky,-0.012675752615965869,0.14287473308392418,-0.0022182562161347464,0.06430452434443316,0.03342271034780261
geezer,-0.018442374523214355,-0.030181526450451076,-0.015312832984494453,7.732397206768296e-4,-0.005316317743065755
gegger,-0.018979620213862482,-0.0494946507260241,-0.0264232837684302,-0.025868843582527844,-0.014012474893074322
gelatinous,-0.018857031282431217,-0.048447094675573885,-0.025816270774145406,-0.025633914455838493,-0.013862621695357326
gelded,-0.01896599922148123,-0.04945389127242476,-0.026247796599466352,-0.02586228551443765,-0.013861902974984582
gelid,-0.018979017515084552,-0.04766999855087627,-0.02630930142974198,-0.025827514090917766,-0.013983222973903664
gelly,-0.018864625287033154,-0.048492806212320806,-0.025569259439651347,-0.02532650501411064,-0.013805124065537855
gem,-0.007046546030085765,0.061736755358144005,0.008396287073368956,-0.014187353110078694,-0.0017227158793488382
genderless,-0.015014223874340045,-0.048767075432802315,-0.026263668813731027,-0.02572613728835685,-0.013430670751338553
general,0.0046458102617851155,0.0011689691684771285,0.0378590848021783,0.0016613114412239612,-0.009463334293795075
generalist,-0.01849782281078405,-0.04639388481669147,-0.02507424475727169,-0.02532992067457428,-0.013675035678071303
generalizing,-0.018787118224191164,-0.04896515875870563,-0.0263706078573393,-0.025863993344669472,-0.013997525509321259
generating,-0.017063399719307107,-0.04218080484651716,-0.014420020932106292,-0.024229394873188564,-0.012676014359958
generative,-0.018588227627473773,-0.047090985752081975,-0.026205140023630027,-0.025713840910687732,-0.013909338519585646
generous,0.13048931509387995,0.04116656382203073,0.1531310408994054,0.00938070408905672,-0.01008862101808182
genial,-0.012157431666944789,-0.03151477960556953,0.013554756709389446,-0.025868911895737118,-7.883793947824399e-4
genializing,-0.018979981833129243,-0.0494946507260241,-0.026423382969769357,-0.025868911895737118,-0.014012834253260692
genius,-0.012892724176021206,0.016406148084116595,0.02605412544282371,-0.008653983158977335,0.0050332556244389644
gent,-0.007625136856899994,0.016787077557007583,0.014149964744314887,0.006784802136688182,-0.002800796438463913
genteel,-0.016677672501430953,-0.03189570907846052,-0.021334354271156833,-0.02485104507757156,-0.013382516486364746
genteelish,-0.018979981833129243,-0.04945465313137055,-0.0264232837684302,-0.025868911895737118,-0.014012834253260692
genteelized,-0.018979981833129243,-0.0494946507260241,-0.026423382969769357,-0.025868911895737118,-0.014012834253260692
genteelizing,-0.018979981833129243,-0.0494946507260241,-0.026423382969769357,-0.025868911895737118,-0.014012834253260692
gentile,-0.017027237792631218,-0.018829828158299672,-0.018001189275574363,-0.019809530233234764,-0.01196448119094205
gentility,-0.018955150643478465,-0.04925466515810278,-0.02631426149669969,-0.02582546469463958,-0.013976035770176231
gentle,0.06407190976582991,-0.0494946507260241,0.29002888893225687,0.03882369728565777,0.017467118072899496
gentle-hearted,-0.018006020607991956,-0.047060511394250694,-0.025044484355525417,-0.025256825540652325,-0.013755532359818561
gentle-minded,-0.018848593499540177,-0.049403608582003156,-0.026344319502463426,-0.025847324921606893,-0.01400234093581864
gentlemanlike,-0.01868345403438695,-0.04944208245876514,-0.007178323173846757,-0.02586877526931857,-0.013992781954861151
gentlewomanly,-0.018979861293373656,-0.049493127008132534,-0.026423382969769357,-0.02586857032969075,-0.014012834253260692
genuflecting,-0.018979258594595722,-0.04947331867554221,-0.026300373309218097,-0.025866999125877477,-0.014010103115844268
genuine,0.18955379533116584,0.12344732996648385,-0.026423382969769357,0.02591250073308794,0.02580427439672274
geoponic,-0.018979981833129243,-0.0494946507260241,-0.0264232837684302,-0.025868911895737118,-0.014012834253260692
gerent,-0.018975039703150204,-0.04949350793760543,-0.026394812984092936,-0.025868911895737118,-0.014012762381223419
germ,-0.01814946291713965,-0.042980756739588226,-0.020431622084853246,-0.021189457060546462,-0.013701628331862807
german,0.04189259473795112,0.8075966632786961,0.16900325516408385,2.7339847427276567,0.0981075438947071
germanized,-0.01897974075361807,-0.0494946507260241,-0.026423184567091047,-0.02586829707685366,-0.014012690509186144
germanomaniac,-0.018979981833129243,-0.0494946507260241,-0.026423382969769357,-0.025868911895737118,-0.014012834253260692
germanophobe,-0.01897974075361807,-0.0494946507260241,-0.0264232837684302,-0.025868911895737118,-0.014012834253260692
germinant,-0.018979861293373656,-0.0494946507260241,-0.026423382969769357,-0.02586877526931857,-0.014012834253260692
geromorphism,-0.018979499674106896,-0.0494946507260241,-0.026423382969769357,-0.025868911895737118,-0.014012834253260692
gerontic,-0.018972146749016133,-0.04948131819447291,-0.026414950855941245,-0.025868911895737118,-0.014012834253260692
gerrymandering,-0.018976486180217238,-0.04949388886707832,-0.026409990788983533,-0.025868911895737118,-0.014012259276962497
gestant,-0.018979017515084552,-0.047376682856750216,-0.02642258935905612,-0.025868911895737118,-0.014012762381223419
gesticulative,-0.018973111067060823,-0.04949426979655121,-0.02641485165460209,-0.025868911895737118,-0.014010893708254285
gesturing,-0.017989145042209873,-0.046515782248016585,-0.02344734279514215,-0.02424305751504314,-0.013021000138874823
get-at-able,-0.018950570132766183,-0.049491222360768083,-0.025996817211406124,-0.02586857032969075,-0.01401261863714887
get-up,0.01778464362069157,0.17677745617122198,0.0499616481789956,0.031035991428552158,0.053475008747343004
gewgaw,-0.01896178033003571,-0.04949388886707832,-0.02635255321361323,-0.025832910834450322,-0.011612308208297792
gewgawish,-0.018979981833129243,-0.0494946507260241,-0.026423382969769357,-0.025868911895737118,-0.014012834253260692
ghastly,-0.018191651831594855,-0.03840960306489639,-0.022455329403599747,-0.023887828826824286,-0.01343210819208404
ghostlike,-0.018857031282431217,-0.048683270948766295,-0.026064274122031005,-0.02561068796468572,-0.013983869822239134
ghoulish,-0.018803993789973248,-0.04730049696217202,-0.024796481007639818,-0.022104854064802736,-0.012941940897873051
giant,-0.009589934872956648,0.233535947631979,0.18586748282030469,0.03062611217291502,0.030907189043200764
giant-rude,-0.01897974075361807,-0.049493127008132534,-0.026396499406858558,-0.025868433703272208,-0.014012331148999772
giantizing,-0.018979981833129243,-0.0494946507260241,-0.026423382969769357,-0.025868911895737118,-0.014012834253260692
gibbering,-0.0189451458437648,-0.04934608823159661,-0.0261039546576927,-0.025854087929324907,-0.013999034822104019
gibbeting,-0.018979861293373656,-0.0494946507260241,-0.026423382969769357,-0.025868911895737118,-0.014012690509186144
gibblegabbling,-0.018979981833129243,-0.0494946507260241,-0.026423382969769357,-0.025868911895737118,-0.014012834253260692
gibing,-0.0189653965227033,-0.049429511786159744,-0.026384297642142587,-0.02586857032969075,-0.01398645721558101
gibraltar,-0.018854620487319493,-0.04688147454199193,-0.024895682346794058,-0.024605117524189275,-0.013922994206667769
giddy,-0.01736474910827285,-0.03760965117182532,-0.02150299654771904,-0.021920408399766025,-0.008730239513596826
giddy-head,-0.018979981833129243,-0.04949426979655121,-0.0264232837684302,-0.02571930596742956,-0.01401211553288795
giddy-paced,-0.018979981833129243,-0.0494946507260241,-0.02642298616441274,-0.025868911895737118,-0.014012834253260692
giddying,-0.018979981833129243,-0.0494946507260241,-0.026423382969769357,-0.025868911895737118,-0.014012834253260692
giddyish,-0.018979981833129243,-0.0494946507260241,-0.026423382969769357,-0.025868911895737118,-0.014012834253260692
gifted,0.011757655841376682,0.03430983330999297,0.04857282943083624,-0.0014127829760545712,0.033063350161430916
giftless,-0.018927064880426857,-0.04947255681659642,-0.026414653251923784,-0.02583789769872724,-0.014010534348067913
gig,-0.01861595177125862,-0.03909527611610016,-0.01903288320277846,-0.017534700364448652,0.01337041194826221
gigantic,-0.015918272041237278,0.16077841830980055,0.02466530669466435,0.005623477579049625,0.047294013541749905
giggish,-0.018979981833129243,-0.0494946507260241,-0.0264232837684302,-0.02586877526931857,-0.014012834253260692
giggly,-0.0179590101033133,-0.036162119174839566,-0.019459448961141695,-0.01719313431808437,-0.006610014414003844
giglet,-0.018979258594595722,-0.04949236514918676,-0.026423382969769357,-0.025800666999673535,-0.01401211553288795
gigman,-0.018979861293373656,-0.0494946507260241,-0.026422886963073586,-0.025868911895737118,-0.01400765946657694
gignitive,-0.018979981833129243,-0.0494946507260241,-0.026423382969769357,-0.025868911895737118,-0.014012834253260692
gild,-0.018918988716802573,-0.046721484163377715,-0.02549585044867721,-0.023334491831714148,-0.011791988301483638
gilded,-0.01876903726085322,-0.043437872107057414,-0.024052470963983014,-0.023341323152641435,-0.013396890893819614
gilding,-0.018800377597305656,-0.04744144086714168,-0.02571111735464191,-0.025241113502519567,-0.0133602361548097
gill,-0.017581720668328187,-0.030295805292318373,-0.009856759331011242,-0.016919881480992945,-0.011942919579759749
gill-flirting,-0.018979981833129243,-0.0494946507260241,-0.0264232837684302,-0.025868911895737118,-0.014012834253260692
gilly-gaupus,-0.01897937913435131,-0.0494946507260241,-0.026423382969769357,-0.025868911895737118,-0.014012834253260692
gillyflower,-0.018979861293373656,-0.04949160329024097,-0.026423184567091047,-0.025805517237531907,-0.014012762381223419
gilpy,-0.018979017515084552,-0.04949426979655121,-0.0264232837684302,-0.02586829707685366,-0.014012762381223419
gilravaging,-0.018979981833129243,-0.0494946507260241,-0.026423382969769357,-0.025868911895737118,-0.014012834253260692
gilt,-0.017425018986066,-0.04031425042935132,0.004527434846353587,-0.022186829915930163,-0.006178782190357814
gilt-edged,-0.018979981833129243,-0.049493127008132534,-0.02630930142974198,-0.025651675890249432,-0.013883464586166884
gimbal-jawed,-0.018979981833129243,-0.0494946507260241,-0.026423382969769357,-0.025868911895737118,-0.014012834253260692
gimcrack,-0.018978053197039862,-0.0494946507260241,-0.02642139894298627,-0.025864608163552925,-0.01401261863714887
gimmer,-0.018979620213862482,-0.04949426979655121,-0.026390348923830995,-0.02584124504598161,-0.014001478471371348
gimp,-0.017183939474893405,0.006501981788950942,-0.01432081959295205,0.04121465961020774,-0.008953042829147275
gingerbready,-0.018979981833129243,-0.0494946507260241,-0.026420803734951346,-0.025868911895737118,-0.01363622477794316
gingering,-0.018979620213862482,-0.049330470123208084,-0.02630136532260964,-0.025055984705390128,-0.013884902026912371
gingery,-0.018950811212277357,-0.04932208967480448,-0.026125778952306635,-0.025763026421364188,-0.013959073969379487
girding,-0.018979981833129243,-0.04949350793760543,-0.02630930142974198,-0.025868433703272208,-0.014012403021037047
girling,-0.018969374334637648,-0.049350659385271306,-0.026265652840514114,-0.02077274648398204,-0.013752657478327587
girlish,-0.018656935288157962,-0.037952487697427206,-0.023437422661226726,-0.01719313431808437,-0.011698554653026999
girning,-0.018979258594595722,-0.0494946507260241,-0.026420406929594728,-0.025868843582527844,-0.014012474893074322
girt-up,-0.018979981833129243,-0.0494946507260241,-0.0264232837684302,-0.025868911895737118,-0.014012834253260692
giving,0.07263023241245704,0.27505726017709653,0.3485576790332586,0.394257325132329,0.08660801793081298
glacial,-0.018967807317815024,-0.04810044885524309,-0.024836161543301514,-0.024557298277698276,-0.01378068757286458
glad,-0.0027071148289790465,0.09259204266231393,0.058988970042031456,-0.003667118882058828,-0.0020102040284461914
gladdened,-0.018979138054840135,-0.049467223803975946,-0.026355628455127008,-0.02586850201648148,-0.014012546765111595
gladdening,-0.01897612456095048,-0.0494946507260241,-0.026416141272011095,-0.02586857032969075,-0.014012834253260692
gladiator,-0.01820250040959762,-0.03277184686610979,-0.02080858717363936,-0.013572534226622988,-0.011015770298920783
gladless,-0.018979981833129243,-0.0494946507260241,-0.026423085365751893,-0.025868911895737118,-0.014012546765111595
gladsome,-0.018932127550161482,-0.048748028959157766,-0.02611982687195738,-0.02579649989390789,-0.013950377452869292
glaiking,-0.018979981833129243,-0.0494946507260241,-0.026423382969769357,-0.025868911895737118,-0.014012834253260692
glaikit,-0.018975039703150204,-0.049483984700783155,-0.026389753715796067,-0.0258503307028149,-0.01400284404007956
glamorous,-0.016171405527968506,0.20839460242117389,0.034188635253471406,0.05747320341714753,0.033278966273253927
glamouring,-0.018979861293373656,-0.04949426979655121,-0.026422886963073586,-0.02585818672188128,-0.014012762381223419
glamping,-0.018806404585084972,-0.048847070622109426,-0.026000785264972293,-0.025282101428083282,-0.013674316957698558
glancing,-0.018843771909316725,-0.047887128350424135,-0.025733933662647385,-0.02526775565413598,-0.013661379990989177
glaring,-0.018502644401007504,-0.04351405800163561,-0.023467183062972997,0.003847334137955362,-0.013207867435788103
glary,-0.018976606719972824,-0.049462271720828364,-0.02639848343364164,-0.025807020128135908,-0.014012834253260692
glass-eyed,-0.018978896975328965,-0.048713745306597576,-0.02619422787632306,-0.025014996779826413,-0.013813029989638032
glass-faced,-0.018979981833129243,-0.049235999613931124,-0.0262606927735564,-0.025868365390062934,-0.014012331148999772
glassman,-0.018919350336069334,-0.04796331424500233,-0.02576071802421903,-0.023949310715169855,-0.013333643501018195
glassy,-0.01885823667998708,-0.04610056912256541,-0.024320314579699465,-0.01985051815879848,-0.012841320045688978
glavering,-0.018979981833129243,-0.0494946507260241,-0.026423184567091047,-0.025868911895737118,-0.014012834253260692
glazing,-0.017183939474893405,-0.04351405800163561,-0.01303120218394693,-0.0013444697667817148,-0.0061069101530834766
gleaming,-0.01848215264255783,-0.042676013161275436,-0.02401279042832132,-0.024044949208151853,-0.0131431826022412
gleamy,-0.018979981833129243,-0.0494946507260241,-0.026421498144325425,-0.025854976001045454,-0.014009025035285153
gleaning,-0.01894032425354135,-0.0489537308745189,-0.026263668813731027,-0.02577190713856966,-0.014012259276962497
gleed,-0.01897636564046165,-0.04948284191236448,-0.026378643165810792,-0.02584964757072217,-0.01387627738243945
gleeful,-0.018694302612389715,-0.0494946507260241,-0.025604971921746874,-0.024106431096497426,-0.008205573641494155
gleg,-0.018979499674106896,-0.04949388886707832,-0.026051377947940955,-0.025868911895737118,-0.014012474893074322
gleyd,-0.018979981833129243,-0.0494946507260241,-0.026423184567091047,-0.025868911895737118,-0.014012834253260692
glib,-0.01838813163320052,-0.0494946507260241,8.569852976466997e-4,-0.024782731868298703,-0.013657067668752718
glibbery,-0.01897974075361807,-0.0494946507260241,-0.026423382969769357,-0.025868911895737118,-0.014012762381223419
gliding,-0.01837607765764189,-0.04119038821700059,-0.021989083109574818,-0.02386733486404243,-0.0107642181684606
gliffed,-0.018979981833129243,-0.0494946507260241,-0.026423382969769357,-0.025868911895737118,-0.014012834253260692
gliffing,-0.018979981833129243,-0.0494946507260241,-0.026423382969769357,-0.025868911895737118,-0.014012834253260692
gliming,-0.018979981833129243,-0.04949426979655121,-0.026423382969769357,-0.02586877526931857,-0.01401146868455248
glimmering,-0.018823280150867053,-0.047281450488527464,-0.025312327971241864,-0.02486470771942613,-0.01330273852499023
glimpsing,-0.018979861293373656,-0.04938380024941282,-0.026393920172040546,-0.02577190713856966,-0.014012834253260692
glinting,-0.018979499674106896,-0.04941465553671699,-0.026402749091225274,-0.02586829707685366,-0.01401261863714887
glistening,-0.018790734416858752,-0.04126657411157879,-0.021135951592848354,-0.01336759459880442,-0.009736448035437563
glittering,-0.018668989263716594,-0.046005336754342666,-0.022693412617569925,-0.02450264771027999,-0.013236616250697839
gloating,-0.018467687871887475,-0.04534251947151235,-0.02468735953457015,-0.02506281602631741,-0.01355357193507767
gloffing,-0.018979981833129243,-0.0494946507260241,-0.026423382969769357,-0.025868911895737118,-0.014012834253260692
glomerate,-0.018979981833129243,-0.0494946507260241,-0.026421002137629653,-0.025868843582527844,-0.014012834253260692
gloomy,-0.010108255821977727,-0.04248554842482995,-0.02080858717363936,-0.022125348027584594,-0.00986581770253137
gloppening,-0.018979981833129243,-0.0494946507260241,-0.026423382969769357,-0.025868911895737118,-0.014012834253260692
glopping,-0.018979981833129243,-0.04949388886707832,-0.0264232837684302,-0.025868911895737118,-0.01401261863714887
glorified,-0.017989145042209873,-0.04848518762286298,-0.021731159627773795,-0.025555354265174707,-0.013678629279935019
glorifying,-0.01889379590788504,-0.04627198738536635,-0.02450879712409252,-0.021544685748765315,-0.013459419566248288
gloring,-0.018979981833129243,-0.0494946507260241,-0.02642258935905612,-0.02586857032969075,-0.01401261863714887
glorious,0.02248569408855718,0.03469076278288396,0.022780481250733783,-7.979640925988646e-4,-0.009722073627982695
glorying,-0.01895201660983322,-0.04949388886707832,-0.026319221563657402,-0.02586857032969075,-0.013986385343543736
glossarist,-0.018979981833129243,-0.0494946507260241,-0.0264232837684302,-0.025868911895737118,-0.014012834253260692
glossing,-0.018960213313213087,-0.049018488884910366,-0.026038481773850902,-0.025592926530274777,-0.014012331148999772
glossless,-0.018979981833129243,-0.0494946507260241,-0.026423382969769357,-0.025868911895737118,-0.014012834253260692
glossolalist,-0.018979861293373656,-0.0494946507260241,-0.026423382969769357,-0.025868911895737118,-0.014012834253260692
glossy,-0.017087507670424367,0.0015498986413681152,-0.012138390131558766,-0.017534700364448652,-0.004813213482145386
glouting,-0.018979981833129243,-0.0494946507260241,-0.026423382969769357,-0.025868911895737118,-0.014012834253260692
gloved,-0.01818200865114795,-0.012468305961020195,-0.010650370044245164,0.008560945577782444,-0.0016508438420745
glowering,-0.018905488264176908,-0.04764333348777391,-0.024052470963983014,-0.02535861222246888,-0.012676014359958
glowing,-0.01524324940995401,0.07354556901776459,-0.0178920678025047,-0.018559398503541494,-0.005316317743065755
glozing,-0.018979981833129243,-0.0494946507260241,-0.026400368259085573,-0.025868843582527844,-0.014012834253260692
gluey,-0.01882086935575533,-0.04723954824650946,-0.025094085025102537,-0.024543635635843705,-0.01335376767145501
glum,-0.018272413467837673,-0.04351405800163561,0.0017497973500348615,-0.022856299366804157,-0.013236616250697839
glumpy,-0.018979499674106896,-0.04948817492498495,-0.026423085365751893,-0.025868911895737118,-0.014012690509186144
glunch,-0.018979981833129243,-0.0494946507260241,-0.026423382969769357,-0.025868911895737118,-0.014012834253260692
glusky,-0.018979981833129243,-0.0494946507260241,-0.0264232837684302,-0.025868911895737118,-0.014012762381223419
glutinous,-0.018947315559365355,-0.0494268452798495,-0.026338863428809943,-0.025764392685549645,-0.014001622215445896
glutting,-0.018979981833129243,-0.0494946507260241,-0.02642278776173443,-0.02586829707685366,-0.014012834253260692
gluttonous,-0.01816151689269828,-0.044504474631152174,-0.019657851639450174,-0.023710214482714858,-0.013302019804617485
gnapping,-0.018979981833129243,-0.0494946507260241,-0.026423382969769357,-0.025868843582527844,-0.014012834253260692
gnarled,-0.018654524493046238,-0.04778046809801466,-0.025272647435580168,-0.02586160238234492,-0.014009025035285153
gnarling,-0.018979620213862482,-0.04949388886707832,-0.026423184567091047,-0.02586850201648148,-0.014012834253260692
