TDA,person_zscore,woman_zscore,man_zscore,girl_zscore,boy_zscore,freq_index
advised,-0.01302371900011691,-0.00612652736131329,-0.00789370484523439,-0.03033341291729549,-0.01904980536966429,-0.01757516053307777
adynamic,-0.01854738640703024,-0.04892947218423606,-0.05383177677071194,-0.0576711868798016,-0.06206411653394766,-0.05562413809217431
aeolistic,-0.01856646601549275,-0.0489383431809464,-0.05383396440211941,-0.05767139556669205,-0.06206478654923083,-0.05562712242474717
aerial,-0.014182986349738,-0.01522894137714533,-0.01527696084544806,-0.04871872796624082,-0.05775658827844247,-0.03424530461681917
aeriferous,-0.01856646601549275,-0.04893872887645555,-0.05383396440211941,-0.05767139556669205,-0.06206478654923083,-0.05562721884862446
aeriform,-0.01856562071638366,-0.0489383431809464,-0.05382001825189678,-0.05767139556669205,-0.06206411653394766,-0.05562346838337072
aerose,-0.01856646601549275,-0.04893872887645555,-0.05383314404034161,-0.05767139556669205,-0.06206411653394766,-0.055626846254359215
aery,-0.01853977871504835,-0.04884770473629722,-0.05346206706284939,-0.05748399473906489,-0.05767618644446197,-0.054367488245668366
aeschylean,-0.01856646601549275,-0.0489383431809464,-0.05367727530255932,-0.0576711868798016,-0.06206478654923083,-0.055587897978134536
aeschynomenous,-0.01856646601549275,-0.04893872887645555,-0.05383396440211941,-0.05767139556669205,-0.06206478654923083,-0.05562721884862446
aesopian,-0.01856622450146158,-0.04892484383812631,-0.05383314404034161,-0.05767056081913024,-0.06206277650338131,-0.05562283130024487
aesthete,-0.01827181889746406,-0.0481326252623416,-0.05290148651468502,-0.05702655307519102,-0.0606510543017404,-0.05467792978848951
aesthetic,-0.011562559111532,0.0447852798458829,0.04625017248966579,2.1752783322847824,1.3985685307631532,0.3695103559967925
aestival,-0.01856646601549275,-0.04893525761687323,-0.05383369094819348,-0.05767097819291115,-0.06206411653394766,-0.05562601082298138
aestuous,-0.01856646601549275,-0.04893872887645555,-0.05383396440211941,-0.05767139556669205,-0.06206478654923083,-0.05562721884862446
afald,-0.01856646601549275,-0.04893872887645555,-0.05383369094819348,-0.05767139556669205,-0.06206411653394766,-0.05562698298132218
afeard,-0.01856537920235248,-0.04768907542682436,-0.05244755299763484,-0.05767076950602069,-0.06206210648809814,-0.05496737610464451
affable,-0.01100707683983856,-0.04315329623927416,0.03804655471165062,-0.05301767790958104,-0.05482862149098599,-0.04050166811991994
affected,0.1541160662718155,-0.02305856021279748,-0.03805567287573688,-0.05149426360927115,0.07126825480176202,-0.010335060474010872
affectionate,0.13117223331056477,0.02164354929715736,0.1318412513069575,0.06983629450034075,0.1442999206673812,0.0886233321037551
affective,-0.01744584091085903,-0.0466746962377719,-0.05093535278722071,-0.05597685801621038,-0.05944502679203293,-0.05325798345830898
affirmative,-0.01739512296431311,-0.04849517904093831,-0.0448373302388961,-0.05295507184244501,-0.0532875863396931,-0.04989379186549313
afflicted,0.01898896583160715,-0.01866163140853962,-0.03184826875703873,-0.04819701074010729,-0.04732445031947283,-0.03650784030628962
afflicting,-0.01854883549121726,-0.04878445067279738,-0.05156703135612788,-0.0576434315233713,-0.06206009644224863,-0.0550137524986363
affluent,0.03396283576421291,-0.02510274641126823,-0.0421027909795577,-0.05372721333712263,-0.05728087742739118,-0.04455340703883494
affrighted,-0.01850367236738828,-0.04806705702578688,-0.05269913060949398,-0.05667387223032476,-0.06116026591695022,-0.05465008144563896
affronted,-0.01833582011572439,-0.04738437597459948,-0.05264717436356655,-0.05729367229497138,-0.06127416851508926,-0.054649847787056664
affrontive,-0.01856622450146158,-0.04893872887645555,-0.05383341749426754,-0.05767139556669205,-0.06206478654923083,-0.055627082121661495
afire,-0.01821989338076228,-0.04512805724609874,-0.0495954285501449,-0.05445761745370956,-0.05701957146695456,-0.05155016867922694
aflame,-0.01796388850772096,-0.04257475297555602,-0.04691558007599327,-0.05178642525590592,-0.05538473417601777,-0.049165373120868244
aflare,-0.01856646601549275,-0.0489383431809464,-0.05382247933723019,-0.05766972607156843,-0.06206411653394766,-0.05562366628092317
aflaunt,-0.01856646601549275,-0.04893872887645555,-0.05383396440211941,-0.05767139556669205,-0.06206478654923083,-0.05562721884862446
aflow,-0.01856634525847717,-0.04893795748543726,-0.05382630769219326,-0.0576711868798016,-0.0618885725297569,-0.05558100614679726
aflush,-0.01856634525847717,-0.04893872887645555,-0.05383396440211941,-0.05767139556669205,-0.06206478654923083,-0.05562721884862446
