TDA,person_zscore,woman_zscore,man_zscore,girl_zscore,boy_zscore,freq_index
cut-and-dried,NA,NA,NA,NA,NA,NA
cute,-0.11564630684145966,-0.03832616271766578,-0.04234211316739542,0.31710947707529713,0.4454781397857373,0.030198723587194068
cuttering,NA,NA,NA,NA,NA,NA
cutthroat,NA,NA,NA,NA,NA,NA
cutting,-0.1300047456030469,-0.05670760634855909,-0.04864923611834423,-0.04984900559088141,-0.06049954213126394,-0.07426522491843783
cutty,NA,NA,NA,NA,NA,NA
cyclic,NA,-0.0577573712424922,-0.05093234984412005,NA,NA,-0.0577573712424922
cycloid,NA,NA,NA,NA,NA,NA
cyclonic,NA,NA,NA,NA,NA,NA
cyclopedic,NA,NA,NA,NA,NA,NA
cyllenian,NA,NA,NA,NA,NA,NA
cynical,-0.03041650903542468,-0.04782362093312461,-0.02637970568991919,-0.04643821023789347,-0.05941224653412302,-0.046022646685141444
cynoid,NA,NA,NA,NA,NA,NA
cynosural,NA,NA,NA,NA,NA,NA
cynosure,NA,NA,NA,NA,NA,NA
cyprian,NA,-0.05780452678007142,NA,NA,-0.060589829578007993,-0.060589829578007993
dab,NA,NA,-0.05072851186639373,NA,NA,NA
dabbler,NA,NA,NA,NA,NA,NA
dabster,NA,NA,NA,NA,NA,NA
dackering,NA,NA,NA,NA,NA,NA
dacoiting,NA,NA,NA,NA,NA,NA
daddling,NA,NA,NA,NA,NA,NA
daddocky,NA,NA,NA,NA,NA,NA
daedal,NA,NA,NA,NA,NA,NA
daff,NA,NA,NA,NA,NA,NA
daffing,NA,NA,NA,NA,NA,NA
daffy,NA,-0.05687858065200549,NA,-0.04899625233432821,-0.06075924206325552,-0.0588189113576305
daft,-0.1281531693916738,-0.03959739789237455,-0.0442217003860722,-0.03773443105514814,-0.05140817667949467,-0.0658451110874038
dain,NA,NA,NA,NA,NA,NA
dainty,-0.12558486790611487,-0.03492928304176392,-0.04871827733045397,-0.03645524842458358,-0.05936096455481266,-0.06752983955399126
daisy,NA,NA,NA,0.00247411446872664,-0.06039664179691779,-0.06039664179691779
dallying,NA,NA,NA,NA,NA,NA
damageable,NA,NA,NA,NA,NA,NA
damaged,0.0014546751291956,-0.02702088927149631,-0.02608606339666475,-0.02911785078662031,-0.03456553028389855,-0.02919758343466998
damaging,-0.12846768585701548,NA,-0.05058673232880702,NA,NA,-0.12846768585701548
dammered,NA,NA,NA,NA,NA,NA
dammished,NA,NA,NA,NA,NA,NA
damnable,-0.12816619787022737,-0.04651944150398258,-0.046363849980476,-0.04964859963509976,-0.05893603350485733,-0.07081756812854176
damning,NA,NA,-0.05081012568397546,NA,NA,NA
damp,-0.12881773850718312,-0.05590653792971895,-0.05007601992262079,NA,-0.05962683265167212,-0.08145036969619139
dampened,NA,NA,NA,NA,NA,NA
dampening,NA,NA,NA,NA,NA,NA
dancing,-0.1233111721400404,-0.00799382425629329,-0.01863683869662183,0.28486845255567356,-0.01109772781072193,-0.040259890725919366
dandering,NA,NA,NA,NA,NA,NA
dandiacal,NA,NA,NA,NA,NA,NA
dandifying,NA,NA,NA,NA,NA,NA
dandiprat,NA,NA,NA,NA,NA,NA
dandled,NA,NA,NA,NA,NA,NA
dandling,NA,NA,NA,NA,NA,NA
dandy,NA,-0.05777739363820781,-0.04647890549866612,-0.04842024680873685,-0.05051995327911118,-0.05223919790868528
dangerous,0.7920078464770047,0.2275863794792127,0.6660302665941256,-0.02608675113087705,-0.03695260647082338,0.20764432211790945
dangler,NA,NA,NA,NA,NA,NA
dantesque,NA,NA,NA,NA,NA,NA
daphnean,NA,NA,NA,NA,NA,NA
dapper,-0.12773761706082895,-0.05740718189157845,0.01215033953134506,NA,-0.05770207926161389,-0.08094895940467377
dare-devil,-0.12960168789531437,NA,-0.05106417068364762,NA,-0.05981010689120938,-0.09470589739326188
daring,-0.10310022567812756,-0.03576377721248711,-0.03208500670088844,-0.03999870449745169,-0.04927387802063808,-0.05703414635217611
dark,-0.06116105487271753,0.217981704711322,0.5023126952184924,0.14335594704946386,0.0633369118320712,0.09087837718003489
darkened,NA,NA,-0.04976387951938201,NA,NA,NA
darkish,NA,-0.05768575502015868,-0.0493509508998433,NA,NA,-0.05768575502015868
darkling,NA,NA,-0.05093360475152187,NA,NA,NA
darling,-0.11952687454942892,-0.04449565448275452,-0.02102470136699268,0.36803981476689834,0.4071357750748067,0.04574814609193056
dashed,NA,NA,NA,NA,NA,NA
dashing,-0.12399209845452512,-0.05531379116694467,-0.0232967183996067,-0.04750706282955888,-0.05405658233774131,-0.07021738369719249
dastardized,NA,NA,NA,NA,NA,NA
dastardly,-0.12820678062147126,NA,-0.04921088217147024,NA,-0.06033483642750257,-0.09427080852448691
dated,-0.13054298902673964,-0.05729106202421201,-0.05034626480020621,-0.04972713050760988,NA,-0.07939343861705261
dateless,NA,NA,-0.05101649315048263,-0.04935018123238989,NA,-0.05101649315048263
dauber,NA,NA,NA,NA,NA,NA
daughterly,NA,NA,NA,NA,NA,NA
daunch,NA,NA,NA,NA,NA,NA
daunted,NA,NA,-0.05059706077178298,NA,NA,NA
dauntless,-0.13026553226769377,-0.05468848628377951,-0.04904504284687245,-0.04878002409174641,-0.06005337739023564,-0.07351310969714535
dauted,NA,NA,NA,NA,NA,NA
dauting,NA,NA,NA,NA,NA,NA
davered,NA,NA,NA,NA,NA,NA
davering,NA,NA,NA,NA,NA,NA
daw,NA,NA,NA,NA,NA,NA
dawdling,NA,-0.05712239621728741,-0.05101235907277644,-0.05023693203603279,-0.05995701617020537,-0.056030590486756404
dawkin,NA,NA,NA,NA,NA,NA
daydreamer,NA,NA,NA,NA,NA,NA
daydreaming,-0.13003917655817973,-0.05737774203760035,NA,-0.04826450352788193,-0.05720679738821154,-0.08154123866133053
dazed,-0.12634731028052304,-0.04157907875143672,-0.03141682798002702,-0.04248989809521086,-0.04939675834968647,-0.06495326136921427
dazing,NA,NA,NA,NA,NA,NA
dazzled,NA,NA,-0.05046501215207175,-0.0493475932865083,-0.06031661639485018,-0.05539081427346096
dazzling,-0.1257789045972042,-0.04554499129444701,-0.04892071301808259,-0.04518468306104235,-0.05865910968894613,-0.06972592964966998
deaconing,NA,NA,NA,NA,NA,NA
dead,5.784418868691266,2.3874737740962426,6.977295983742512,1.4045223549737136,1.105537204769669,2.6704880506327227
dead-alive,NA,NA,NA,NA,NA,NA
dead-beat,NA,NA,NA,NA,NA,NA
dead-drunk,NA,NA,NA,NA,NA,NA
dead-hearted,NA,NA,NA,NA,NA,NA
deadened,NA,NA,-0.05064016735320221,NA,NA,NA
deader,NA,NA,-0.05096785479806226,NA,NA,NA
deadly,-0.12446095184057356,-0.04732652600821319,-0.04143125204347637,-0.04939263682984379,-0.06019480402149681,-0.07034372967503183
deaf,1.2045652597523695,0.04871797507262932,0.1405533475617959,0.01955812344840703,0.02267992681865435,0.05787734322537165
dear,0.02537964730882687,0.250511216079979,0.28063737039217856,1.287525983362846,3.708382887981649,0.46101355428595764
deathful,NA,NA,NA,NA,NA,NA
deathless,-0.12974030242959164,-0.05748183657928934,-0.04585464472736327,NA,-0.06061331759281128,-0.08261181886723075
deaved,NA,NA,NA,NA,NA,NA
debarbarized,NA,NA,NA,NA,NA,NA
debased,-0.1265999049563357,-0.05583269973999222,-0.04903505883959046,NA,NA,-0.09121630234816396
debasing,NA,-0.05788756105039355,-0.05082897531251132,NA,NA,-0.05788756105039355
debating,NA,-0.0574318038458006,-0.05095464419643686,NA,NA,-0.0574318038458006
debauched,-0.12336582358601958,-0.05203950963454741,-0.04750326729834223,-0.04965273638212662,-0.06052627942706665,-0.07139608725744007
debauching,NA,NA,NA,NA,NA,NA
debile,NA,NA,NA,NA,NA,NA
debilitated,-0.11405264954015532,-0.05594346229004654,-0.0490615484446209,-0.05015022515648953,-0.06074954650636387,-0.07022397087326382
debonair,-0.12892197564371355,NA,-0.03818432058678394,NA,-0.06075924206325552,-0.09484060885348453
debording,NA,NA,NA,NA,NA,NA
decadent,-0.12734581900589606,-0.05498885176461835,-0.04935559454541105,NA,NA,-0.0911673353852572
decadescent,NA,NA,NA,NA,NA,NA
decamping,NA,NA,NA,NA,NA,NA
decayed,-0.13033161348993402,-0.05697966586388577,-0.05063385596275904,NA,NA,-0.0936556396769099
decaying,NA,-0.05628565954386057,-0.04839331131134866,NA,NA,-0.05628565954386057
deceitful,-0.05868714756399041,-0.03359602654912813,-0.02492368181796338,-0.04634814346101843,-0.05760762917058661,-0.049059736686180896
deceivable,NA,NA,NA,NA,NA,NA
decelerating,NA,NA,NA,NA,NA,NA
decent,1.471943778925266,0.22805933517596017,0.5663871592948142,0.05390407911416752,-0.0064840932522139,0.210466620083182
deceptive,-0.08618287945376786,-0.05249027725014793,-0.04712692968030872,-0.05003750737790982,NA,-0.06290355469394188
decided,-0.12938982174994068,-0.05666273084474234,-0.04881781969750853,-0.04983347970763272,-0.0605329464109657,-0.07410474467832036
deciding,-0.12605600535715483,NA,-0.05081531214168553,NA,NA,-0.12605600535715483
decisive,-0.07400161001009256,-0.04751271867334167,-0.03145652302268712,-0.04989377459356341,NA,-0.05713603442566588
decivilized,NA,NA,NA,NA,NA,NA
declaiming,NA,NA,NA,NA,NA,NA
declamatory,NA,NA,NA,NA,NA,NA
declining,-0.1275018070406688,-0.05694576879445038,-0.04962437911272586,NA,NA,-0.09222378791755959
decolorate,NA,NA,NA,NA,NA,NA
deconsecrated,NA,NA,NA,NA,NA,NA
deconsidering,NA,NA,NA,NA,NA,NA
decorative,-0.1295402930875514,-0.05657610313496519,-0.05075284074555438,-0.04964089887729184,-0.06040035129139785,-0.0743173970648672
decorist,NA,NA,NA,NA,NA,NA
decorous,-0.12648123381787288,-0.05618546127017458,-0.05015335710799536,-0.05006291427556165,NA,-0.07760668406534761
decoying,NA,NA,NA,NA,NA,NA
decrepit,-0.12521106742410584,-0.04766627131085815,-0.04029271232270031,NA,-0.06052226196050401,-0.07779986689848933
decrying,NA,NA,-0.05105024327426388,NA,NA,NA
decurtate,NA,NA,NA,NA,NA,NA
dedecorated,NA,NA,NA,NA,NA,NA
dedicated,0.05198883261828634,-0.03092949016179338,-0.00451833325196332,-0.04675754175696246,-0.05630898270528368,-0.03462858696900071
dedolent,NA,NA,NA,NA,NA,NA
deducing,NA,NA,-0.05102076742926222,NA,NA,NA
deedful,NA,NA,NA,NA,NA,NA
deedless,NA,NA,-0.05109974765134462,NA,NA,NA
deedy,NA,NA,NA,NA,NA,NA
deeming,NA,NA,NA,NA,NA,NA
deep,-0.08882013678982034,-0.04833677552388924,-0.03304691801438337,-0.04887508767577208,-0.05766390774428279,-0.060923976933441114
deep-browed,NA,NA,NA,NA,NA,NA
deep-mouthed,NA,NA,NA,NA,NA,NA
deepening,NA,NA,-0.05087159125789819,NA,NA,NA
deepish,NA,NA,NA,NA,NA,NA
defacer,NA,NA,NA,NA,NA,NA
defalcating,NA,NA,NA,NA,NA,NA
defamatory,NA,NA,NA,NA,NA,NA
defamed,-0.09055910501707178,-0.05741461935978096,-0.05083313997631031,NA,NA,-0.07398686218842637
defaulting,-0.1296947011794369,NA,NA,NA,NA,NA
defeated,-0.102443446011848,-0.04148097145209534,0.00723548542232912,-0.04718235877211418,-0.05558337175592615,-0.061672536997995915
defeating,-0.12875824756425164,-0.0573881246554533,-0.05038024360998677,NA,NA,-0.09307318610985246
defeatist,NA,NA,NA,NA,NA,NA
defeatured,NA,NA,NA,NA,NA,NA
defective,-0.07830735176218447,-0.0549618375929934,-0.04813240338955721,-0.04870869907510466,-0.0573874466843506,-0.05984133377865828
defectless,NA,NA,NA,NA,NA,NA
defending,-0.12714172154552492,-0.05638909958834773,-0.04920964083719384,NA,NA,-0.09176541056693632
defenseless,-0.08463920952340986,0.0351924601354015,-0.02735768182731857,-0.01807949460819659,-0.04192411629117168,-0.04300012556252417
defensive,-0.09251366320324174,-0.05494490795544171,-0.03890974064839749,-0.04938145330043862,-0.05903875043890284,-0.06396969372450623
deferential,-0.12863386139445673,-0.05561843688513805,-0.04958325367146446,-0.04974732668817196,-0.06026892827421546,-0.07356713831049555
deferring,NA,NA,NA,NA,NA,NA
defiable,NA,NA,NA,NA,NA,NA
defiant,-0.11881220994579032,-0.03831195181480334,-0.04474083715995285,-0.0395561659906397,-0.04812954631294429,-0.06280968985233179
deficient,-0.0709772931589548,-0.05068995477501407,-0.04816953590515115,-0.04858691257838429,-0.05715038690246616,-0.05685113685370483
defiled,-0.11799164205539074,-0.03845516074039689,-0.0500284756064366,-0.04914249236298465,NA,-0.07238753667493733
defiling,NA,NA,-0.05101980792499155,NA,NA,NA
definite,-0.05516113834349023,-0.05359460481493838,-0.0494014011629196,-0.04949558551294298,-0.05985748001863631,-0.054527202172501975
deflagrating,NA,NA,NA,NA,NA,NA
deflected,NA,NA,-0.05108324614528678,NA,NA,NA
deflecting,NA,NA,NA,NA,NA,NA
deformed,-0.09308111373210956,-0.04710393143381748,-0.03245371035297979,-0.04327174758418418,-0.04418363565414295,-0.05691010710106354
defouled,NA,NA,NA,NA,NA,NA
defouling,NA,NA,NA,NA,NA,NA
defrauding,-0.13061365026469302,NA,-0.05090360114615563,NA,NA,-0.13061365026469302
defrosting,NA,NA,NA,NA,NA,NA
deft,-0.12844460419886314,-0.05639839196258256,-0.05050485252029502,-0.0498996417949399,NA,-0.07844928289391358
dégagé,NA,NA,NA,NA,NA,NA
degenerate,-0.12209502424132698,-0.05527266555122578,-0.04530617053178534,-0.04975807546847442,-0.05757525220915827,-0.07117525436754636
degenerative,NA,NA,NA,NA,NA,NA
degraded,-0.11795896059380032,-0.04734744745269078,-0.04424796339609833,-0.04950039618678721,-0.06050636283525257,-0.06882829176713272
degrading,-0.12969966454574453,-0.05731178800295695,-0.04968291088804175,NA,NA,-0.09350572627435073
degusting,NA,NA,NA,NA,NA,NA
dehumanized,-0.12645836595965984,-0.05759583335297948,-0.04922991389434767,NA,NA,-0.09202709965631967
dehypnotized,NA,NA,NA,NA,NA,NA
deiform,NA,NA,NA,NA,NA,NA
deifying,NA,NA,-0.05018029087309651,NA,NA,NA
deigning,NA,NA,NA,NA,NA,NA
deipnosophistic,NA,NA,NA,NA,NA,NA
deistic,NA,NA,NA,NA,NA,NA
dejected,-0.1215898277296233,-0.05093941842824304,-0.04221575893940143,-0.04807371987554385,-0.05524842046786012,-0.06896284662531757
dekanormal,NA,NA,NA,NA,NA,NA
delacrimative,NA,NA,NA,NA,NA,NA
delapsing,NA,NA,NA,NA,NA,NA
delating,NA,NA,NA,NA,NA,NA
delayful,NA,NA,NA,NA,NA,NA
delaying,-0.13099155189637554,NA,NA,NA,NA,NA
delectable,-0.12778959350153907,-0.05100569950671931,-0.04914882589851573,-0.04833265065880444,NA,-0.0759813729689247
delectated,NA,NA,NA,NA,NA,NA
deleerit,NA,NA,NA,NA,NA,NA
deleterious,NA,NA,-0.05108324614528678,NA,NA,NA
deleting,NA,NA,NA,NA,NA,NA
deliberate,-0.1097814236617254,-0.05602552747508212,-0.03885293951711825,NA,-0.0600252714005419,-0.07527740751244981
deliberative,-0.12331552546767316,NA,-0.05021377134317893,NA,NA,-0.12331552546767316
delicate,-0.08063484978894658,0.05623284559907801,-0.0354876001777884,-8.953702814214271e-4,-0.01000680452584759,-0.031756156193501
delicious,-0.12543948394736865,-0.04485360074003309,-0.03981045720145117,-0.04279681375813805,-0.05328310646305088,-0.06659325122714767
delighted,-0.12781398344920633,-0.05519477353910571,-0.04946268170777095,-0.04536803332806272,-0.05121438298593787,-0.07092145542050521
delightful,0.06743111678297413,0.01762903620780843,-0.01233735648406859,9.2485933978208e-4,-0.02468721137571622,-0.004617668078048575
delightless,NA,NA,NA,NA,NA,NA
delilah,NA,NA,NA,NA,NA,NA
delinquent,-0.10023028011607264,-0.05643834689009119,-0.04966718242932426,-0.02544343834416039,0.04696662652752373,-0.05794481194491212
delirious,-0.11097608273331476,-0.05299043316492253,-0.04385191596328783,-0.04880405058035527,-0.05757121825358947,-0.0675854461830455
delitescent,NA,NA,NA,NA,NA,NA
deliverer,NA,NA,NA,NA,NA,NA
delivering,-0.11619444091097277,-0.0566616324104021,-0.04918954329945804,-0.0498300025510967,NA,-0.07422869195749052
dell,NA,NA,-0.05109447323075193,NA,-0.06021867340041714,-0.06021867340041714
delocalized,NA,NA,-0.05109974765134462,NA,NA,NA
deludable,NA,NA,NA,NA,NA,NA
deluded,-0.07730843491234587,-0.04319604430644722,-0.03579059127863031,-0.0424373375379861,-0.05402257456041451,-0.054241097829298424
deluged,NA,NA,NA,NA,NA,NA
delusional,-0.07886427697588756,-0.04709623800554901,-0.04305117493212259,-0.0472085721478693,NA,-0.057723029043101955
delusive,NA,NA,NA,NA,NA,NA
delving,NA,NA,NA,NA,NA,NA
demagnetized,NA,NA,NA,NA,NA,NA
demagogical,NA,NA,NA,NA,NA,NA
demanding,-0.05267932630827205,-0.01794143870845222,-0.03491841497306823,-0.04729869925678524,-0.05691596642537237,-0.04795310174087447
dematerialized,NA,NA,NA,NA,NA,NA
demeaned,-0.1283573553506133,-0.05703834712234626,-0.05083642218942751,NA,NA,-0.09269785123647978
demeaning,-0.1295975403483332,NA,-0.05077360105251387,NA,NA,-0.1295975403483332
demented,-0.02191395896315673,-0.02395234054192628,-0.03078058137708282,-0.04415003813922615,-0.05336828654120198,-0.03806281164985931
dementing,-0.1247160621383114,NA,NA,NA,NA,NA
demeritorious,NA,NA,NA,NA,NA,NA
demigod,NA,NA,NA,NA,NA,NA
demimondaine,NA,NA,NA,NA,NA,NA
demirep,NA,NA,NA,NA,NA,NA
demiurgic,NA,NA,NA,NA,NA,NA
democratic,-0.09979663713128546,-0.0158637040810922,-0.00618153493987577,-0.05000886943066111,-0.05976916979521474,-0.05635959510956338
democritean,NA,NA,NA,NA,NA,NA
demolishing,NA,NA,NA,NA,NA,NA
demoniac,-0.13029696200438823,-0.05710742650252656,-0.05041408640632763,-0.049792685750161,-0.04912550568808362,-0.07190279016585086
demonized,-0.1147506182731129,-0.05579081004691069,-0.04579772084536562,-0.04954450984014166,-0.05612683025006795,-0.0690531921025583
demonstrant,NA,NA,NA,NA,NA,NA
demonstrative,-0.08297569420174072,-0.05053748799322886,-0.03711559921714858,-0.0491098038658725,-0.06032688425855007,-0.060737467579848034
demophil,NA,NA,NA,NA,NA,NA
demoralized,-0.12184846121551075,-0.05719764619498029,-0.04958666021553919,NA,-0.06062768202775107,-0.07989126314608071
demoralizing,NA,NA,-0.05099476587544443,NA,NA,NA
demulcent,NA,NA,NA,NA,NA,NA
demure,-0.12436503399907028,-0.03551740029139079,-0.05030766096910484,-0.03713038785624777,-0.05941653133534665,-0.06780490353994238
demurring,NA,NA,NA,NA,NA,NA
denaturalized,-0.13048297081563898,NA,NA,NA,NA,NA
denigrated,NA,-0.05715386339199829,-0.0508222901955131,NA,NA,-0.05715386339199829
denigrating,NA,-0.05772187926394634,-0.05103589473115109,NA,NA,-0.05772187926394634
denigratory,NA,NA,NA,NA,NA,NA
denominational,NA,-0.0578827407402251,-0.0509399360924841,NA,NA,-0.0578827407402251
denounced,-0.1198819857949461,-0.05652838457299858,-0.05009510864698124,NA,NA,-0.08820518518397234
denouncing,NA,-0.05731233736638996,-0.05066701445911802,NA,NA,-0.05731233736638996
dense,-0.1227923285190143,-0.05690491423312819,-0.04938218489068624,NA,-0.05949333872169812,-0.079730193824613535
denunciable,NA,NA,NA,NA,NA,NA
denunciative,NA,NA,NA,NA,NA,NA
denunciatory,NA,NA,NA,NA,NA,NA
denying,-0.12457610451653846,-0.05483068658045027,-0.04717745867315613,-0.05025858237409101,NA,-0.07655512449035991
dépaysé,NA,NA,NA,NA,NA,NA
dependable,-0.03053791532381467,-0.05274650117437631,-0.03121800567848828,-0.04751178963589277,-0.05722972455340634,-0.04717650526054092
dependent,0.4838542563559183,-0.01495944836004718,-0.0437998583712644,-0.04672765648956895,-0.05787043733342757,-0.04083935013857702
deperdite,NA,NA,NA,NA,NA,NA
depersonalized,-0.12895959813216715,NA,-0.05086378357852558,NA,NA,-0.12895959813216715
depilous,NA,NA,NA,NA,NA,NA
depleted,-0.12629836971303052,-0.05644190400369364,-0.04951257804059389,NA,NA,-0.09137013685836208
deplorable,-0.12549873359565994,-0.0566050596778336,-0.04981015851551723,NA,NA,-0.09105189663674677
deploring,NA,-0.05771822631889519,-0.05103294053052829,NA,NA,-0.05771822631889519
deplumed,NA,NA,NA,NA,NA,NA
depotentiated,NA,NA,NA,NA,NA,NA
depraved,-0.08980007943204905,-0.04279939103667878,-0.03640461012504976,-0.04957427151645333,-0.05914538218215013,-0.06032978104183282
depraving,NA,NA,NA,NA,NA,NA
deprecatory,NA,NA,-0.05101666638137578,NA,NA,NA
depreciating,-0.1303344043452707,-0.0578883439898191,-0.05100973435201296,NA,NA,-0.09411137416754489
depreciatory,NA,NA,NA,NA,NA,NA
depredatory,NA,NA,-0.05106684904788598,NA,NA,NA
depressed,1.1660436086604014,0.00896517118364059,-0.01817941590461197,-0.04030918154283342,-0.0521046616611523,-0.025407021981239276
depressible,NA,NA,NA,NA,NA,NA
depressive,-0.0963458516938606,-0.05392024510905676,-0.0497371985925422,-0.04931555936217268,NA,-0.06666776513181985
depriving,-0.12855191544342953,-0.05702783310190858,-0.04835640793042905,NA,NA,-0.09278987427266905
depthless,NA,NA,NA,NA,NA,NA
depurated,NA,NA,NA,NA,NA,NA
depurating,NA,NA,NA,NA,NA,NA
deracinated,-0.12977493673094945,NA,-0.0507047038114766,NA,NA,-0.12977493673094945
deranged,0.01795858410985312,-0.00500071792788057,-0.00247183891853144,-0.04511992826339042,-0.05311996742763501,-0.02642811313435936
deranging,NA,NA,NA,NA,NA,NA
derelict,-0.1273114406057383,-0.0559384343567736,-0.04949997224727823,-0.05011627969805296,-0.06062612855061048,-0.07349807080279383
derider,NA,NA,NA,NA,NA,NA
derisible,NA,NA,NA,NA,NA,NA
derisive,NA,NA,-0.0507644569987684,NA,NA,NA
derogatory,NA,NA,NA,NA,NA,NA
descamisado,NA,NA,NA,NA,NA,NA
descanting,NA,NA,NA,NA,NA,NA
descending,-0.12805899860928627,-0.05720126321786446,-0.0495622534221237,NA,NA,-0.09263013091357536
desecrating,NA,NA,NA,NA,NA,NA
desert,-0.12258359075507036,-0.04626561102576532,-0.03231939849220686,-0.03880297720783349,-0.04633967958878586,-0.06349796464436376
deserted,-0.12882453986560147,-0.0448714448132033,-0.04952886438016257,-0.04683417420116349,-0.05715853034388998,-0.07058652719770438
deserter,NA,NA,NA,NA,NA,NA
desertful,NA,NA,NA,NA,NA,NA
deserving,0.00701987466188423,-0.0438977493202051,-0.0362491541003007,-0.04434899469239329,-0.05606002105238032,-0.04513897979131985
desiccated,-0.1294998492418274,-0.05631148606077944,-0.04958921455922412,NA,NA,-0.09290566765130341
desiccating,NA,NA,NA,NA,NA,NA
designful,NA,NA,NA,NA,NA,NA
designing,-0.11832372935298702,-0.02230129573241857,-0.04534997419619231,-0.04905289456319198,NA,-0.07090886603745711
desipient,NA,NA,NA,NA,NA,NA
desirable,-0.06061786268927699,0.20466979210571523,-0.02399855057029854,-0.03233981473653852,-0.05497840714123555,-0.0429836587843374
desireful,NA,NA,NA,NA,NA,NA
desireless,NA,NA,NA,NA,NA,NA
desirous,-0.12697166481601688,-0.05338110486734369,-0.05032097674128828,NA,NA,-0.09017638484168028
desisting,NA,NA,NA,NA,NA,NA
desocialized,NA,NA,NA,NA,NA,NA
desolate,-0.12904780986775263,-0.00690884610238671,-0.04202926814681446,-0.04739186029080795,-0.05845935123039085,-0.06923207238394147
desolative,NA,NA,NA,NA,NA,NA
desophisticated,NA,NA,NA,NA,NA,NA
désorienté,NA,NA,NA,NA,NA,NA
despairing,-0.1041420170770862,-0.04689075033933353,-0.03314301066297259,-0.04722003045686675,-0.05944452892312255,-0.06442433169910225
desperado,NA,NA,NA,NA,NA,NA
desperate,0.01252133517716029,0.10737746961436956,0.16414936542762787,-0.01499382730951115,-0.03837222479568884,0.016633188171582464
despicable,0.01947763769086664,-0.04580893731447125,-0.00721791784438817,-0.04831814110163898,-0.05632938226540689,-0.039418594631476324
despiritualized,NA,NA,NA,NA,NA,NA
despisable,NA,NA,NA,NA,NA,NA
despising,NA,-0.05785062341524564,-0.05068054068529177,NA,NA,-0.05785062341524564
despiteful,NA,NA,NA,NA,NA,NA
despiteous,NA,NA,NA,NA,NA,NA
despoiling,NA,NA,-0.0510676840123818,NA,NA,NA
despondent,-0.11873446008707544,-0.05143302059522575,-0.04399891770867315,-0.04822763288537551,-0.05878889837966745,-0.06929600298683604
despotic,-0.12977139148975853,-0.05584224017609669,-0.04852675432278377,NA,NA,-0.0928068158329276
despotizing,NA,NA,NA,NA,NA,NA
destinist,NA,NA,NA,NA,NA,NA
destitute,-0.06815544900321055,-0.03347493842374983,-0.03764451372066719,-0.0445904459095042,-0.05702047800157098,-0.05185272165873823
destroying,-0.1300347864277443,-0.05708131231574612,-0.04456632514436824,NA,NA,-0.09355804937174521
destructionist,NA,NA,NA,NA,NA,NA
destructive,-0.07727804753985665,-0.05013665160466805,-0.04367306957750872,-0.04804080665651297,-0.05762795107280989,-0.058270864218461886
desultory,NA,NA,-0.05076267082061364,NA,NA,NA
detached,-0.09539685491023188,-0.05551193877604561,-0.04619679330737437,-0.04950409489930317,-0.05980819182612105,-0.06505527010292543
detailing,NA,NA,-0.05090645835960162,NA,NA,NA
detergent,NA,NA,NA,NA,NA,NA
deteriorationist,NA,NA,NA,NA,NA,NA
deteriorative,NA,NA,NA,NA,NA,NA
determined,0.14599722442897647,0.16600209508198055,0.05724565189997948,-0.02088381149828037,-0.03313166758533422,0.03730684931133534
deterministic,NA,NA,-0.05102106305814181,NA,NA,NA
deterred,NA,NA,-0.051008609690178,NA,NA,NA
deterring,NA,NA,-0.05103464402831411,NA,NA,NA
detestable,-0.1141976754949844,-0.05045827200938473,-0.04351280228896956,-0.04872001402083658,-0.05881516696217279,-0.06804778212184462
detesting,NA,NA,NA,NA,NA,NA
dethroned,NA,-0.05783113331700847,-0.05083991736798649,NA,-0.06056135728770217,-0.059196245302355316
detonative,NA,NA,NA,NA,NA,NA
detractive,NA,NA,NA,NA,NA,NA
detractory,NA,NA,NA,NA,NA,NA
detrimental,NA,NA,-0.05101571555713292,NA,NA,NA
detrite,NA,NA,NA,NA,NA,NA
devancing,NA,NA,NA,NA,NA,NA
devastating,NA,-0.05710511847404602,-0.047949399846115,NA,NA,-0.05710511847404602
develed,NA,NA,NA,NA,NA,NA
developable,NA,NA,NA,NA,NA,NA
developed,-0.02564314256672804,-0.03872990681257595,-0.0307025429605928,-0.04187780265956325,-0.05373489459346004,-0.04126128675654801
developing,0.30071520450516753,-0.05435651748672728,-0.0467219716740847,-0.04383313722485482,-0.05011754599879376,-0.04875729309611514
deviating,-0.13049083891116925,NA,NA,NA,NA,NA
deviceful,NA,NA,NA,NA,NA,NA
devil-dodger,NA,NA,NA,NA,NA,NA
devil-may-care,NA,NA,NA,NA,NA,NA
deviling,NA,NA,NA,NA,NA,NA
devilish,-0.12563889928930952,-0.04972780000947015,-0.04620607156857195,-0.04741592500962096,-0.05650801351995471,-0.06982265945708883
devilizing,NA,NA,NA,NA,NA,NA
devious,-0.08165577671961269,-0.04167747857656778,-0.02880358088139818,-0.04867087626157634,-0.05906463392332909,-0.057767191370271476
devirginator,NA,NA,NA,NA,NA,NA
devising,NA,NA,-0.05104371361893412,NA,NA,NA
devitalized,NA,NA,-0.05096270225905644,NA,NA,NA
devitalizing,NA,NA,NA,NA,NA,NA
devoted,-0.07836952988251819,-0.02318022457059349,-0.02700824580523242,-0.04277982640586669,-0.04994056258105398,-0.04952454116866782
devotee,NA,NA,NA,NA,NA,NA
devotionate,NA,NA,NA,NA,NA,NA
