TDA,person_zscore,woman_zscore,man_zscore,girl_zscore,boy_zscore,freq_index
light-handed,NA,NA,NA,NA,NA,NA
light-headed,-0.1304448645922925,-0.05759936934621991,-0.05073881725198762,-0.04995562234259856,-0.06057101090932786,-0.07483851552495696
light-hearted,-0.1272614632589016,-0.05714118585082017,-0.04874296743817124,-0.04446309094461188,-0.05543689619098221,-0.07214562818471881
light-heeled,NA,NA,NA,NA,NA,NA
light-limbed,NA,NA,NA,NA,-0.0602032969234703,NA
light-minded,-0.12650055314125894,-0.05740285865293284,-0.05074839403728865,-0.05029084711328414,NA,-0.07821726861049347
light-o'-love,NA,NA,NA,NA,NA,NA
lightening,NA,-0.05769184967797625,-0.05101245730156972,NA,NA,-0.05769184967797625
lightful,-0.13079576170209992,NA,NA,NA,NA,NA
lighthearted,-0.11955155677149414,-0.05397834775150528,-0.04777059861002541,-0.04437782743447903,-0.05616761979605273,-0.0693670307322694
lightish,NA,NA,NA,NA,NA,NA
lightlying,NA,NA,NA,NA,NA,NA
lightsome,NA,NA,NA,-0.05034658137479956,NA,NA
lightweight,-0.1258782965087197,-0.05671688760681391,-0.04984976466972608,-0.04969101156649238,-0.05957467069133683,-0.07300490486914914
lightwitted,NA,NA,NA,NA,NA,NA
ligneous,NA,NA,NA,NA,NA,NA
likeable,0.04424005263353709,-0.0518187597277814,-0.02378570929016199,-0.04522974691417378,-0.04708313057898957,-0.041979336627776684
likely,0.2070716902868549,-0.05152777086860482,-0.03406624562367733,-0.04302846609605001,-0.0451775035850185,-0.043449996543337664
liking,-0.130121331440293,NA,-0.05086646995683382,-0.04930944372420397,NA,-0.09049390069856342
lilliputian,NA,NA,-0.05097258007991238,NA,NA,NA
lilting,NA,NA,NA,-0.04997507046558804,NA,NA
lily,-0.12861338056316182,-0.05772934282544929,-0.0508440150691522,-0.0407779555272373,-0.06045704943051502,-0.07441094697206958
lily-handed,NA,NA,NA,NA,NA,NA
lily-livered,NA,NA,NA,NA,-0.05730131875429767,NA
limacine,NA,NA,NA,NA,NA,NA
limb,NA,NA,-0.05107641036095276,NA,NA,NA
limber,-0.12884918342324364,-0.05692098864228117,-0.0497899565691244,-0.04928918679345812,-0.05988167779473073,-0.07386045160734499
limbering,NA,NA,NA,NA,NA,NA
limbing,NA,NA,NA,NA,NA,NA
limed,NA,NA,NA,NA,NA,NA
liming,NA,NA,NA,NA,NA,NA
limitable,NA,NA,NA,NA,NA,NA
limited,-0.0809649437207321,-0.05242032731321756,-0.03848036145729445,-0.0498358716639834,-0.05990783318818742,-0.06078224397153012
limiting,-0.12803659758818123,-0.05688059521861383,-0.04942396725993024,NA,NA,-0.09245859640339753
limitless,-0.12860139072557272,NA,-0.05086481087505507,NA,NA,-0.12860139072557272
limmer,NA,NA,NA,NA,NA,NA
limous,NA,NA,NA,NA,NA,NA
limp,-0.12800517773239492,-0.0483052529447938,-0.04410944697048829,-0.04121153980342309,-0.04689746330594702,-0.066829335238406
limpid,NA,NA,-0.05107301248844027,NA,NA,NA
limping,-0.12859929096099776,-0.05142764572636625,-0.02271017031740821,-0.04725478350447192,-0.05038669125903011,-0.0694171028627165
limpsy,NA,NA,NA,NA,NA,NA
lined,-0.1286578704259561,-0.05595584432167192,-0.05033061902185767,NA,NA,-0.09230685737381401
lingeing,NA,NA,NA,NA,NA,NA
lingering,-0.1293944776624842,-0.05762967016210219,-0.05077008377882557,-0.0498748111578808,-0.05884151628761792,-0.07415893697275747
lingy,NA,NA,NA,NA,NA,NA
linking,-0.10809349247290544,-0.05565396063198467,-0.04446447873222006,NA,NA,-0.08187372655244506
linsey-woolsey,NA,NA,NA,NA,NA,NA
linty,NA,NA,NA,NA,NA,NA
lion,-0.1296179671926374,-0.05086633261484735,-0.01909255990970767,-0.04780800860717064,-0.05261597935898608,-0.07022707194341037
lion-hearted,NA,-0.05733280159305828,-0.05067249825575218,NA,-0.05897323908557016,-0.058153020339314215
lion-hunter,NA,NA,NA,NA,NA,NA
lionized,NA,NA,-0.0508638521778351,NA,NA,NA
lionizing,NA,NA,NA,NA,NA,NA
lionlike,NA,NA,-0.05087977875903394,NA,NA,NA
lip-born,NA,NA,NA,NA,NA,NA
lip-good,NA,NA,NA,NA,NA,NA
lipothymial,NA,NA,NA,NA,NA,NA
lippening,NA,NA,NA,NA,NA,NA
lippy,NA,NA,NA,NA,NA,NA
liquescent,NA,NA,NA,NA,NA,NA
liquid,NA,-0.05704499254772063,-0.05015213496233701,NA,NA,-0.05704499254772063
liquoring,NA,NA,NA,NA,NA,NA
lish,NA,-0.05772983638081214,-0.05095418282304701,-0.0503182841661922,-0.06069959015804333,-0.056461203120634164
lisping,NA,NA,-0.04953682878539495,-0.04962601352916662,-0.05818445928555992,-0.05390523640736326
lissome,NA,-0.05679060656302879,NA,-0.04757901506048732,NA,-0.05679060656302879
listing,-0.1306510247280328,NA,-0.05097316078957535,-0.05034658137479956,NA,-0.09081209275880409
listless,-0.1274929127913507,-0.0539574087554803,-0.04974658267332461,-0.04791608778366559,-0.0576340179632658,-0.07220773054585536
literal,-0.09510737294280992,-0.05233689544769261,-0.04515553988010436,-0.04776221121199726,-0.05842473070031942,-0.0634078025757048
literary,-0.0064349579167242,-0.02614901030485258,0.10225221691013942,-0.04773149742439837,-0.05812040960283682,-0.03460896881220299
literate,0.37899147217983065,-0.03543527660119727,-0.02119715342799267,-0.04865976620584474,-0.05708608296990632,-0.04059456980123525
literator,NA,NA,NA,NA,NA,NA
literatus,NA,NA,NA,NA,NA,NA
literose,NA,NA,NA,NA,NA,NA
lithe,-0.12947816651978178,-0.02648169988545057,-0.04073509744624242,-0.03661883785749153,-0.0541921198406709,-0.06525605541604666
lither,NA,NA,NA,NA,NA,NA
lithy,NA,NA,NA,NA,NA,NA
litigant,NA,NA,NA,NA,NA,NA
litigious,-0.1164691287245217,-0.05673765986313877,-0.04850599957487981,NA,NA,-0.08660339429383024
liting,NA,NA,NA,NA,NA,NA
littering,NA,NA,NA,NA,NA,NA
little,2.055882536202186,1.8715928429718456,4.7869886017480825,52.780838674412635,46.51216203549536,13.806656504104367
littlish,NA,NA,-0.05103464402831411,NA,NA,NA
live,0.7226782398939349,-0.0029624157769688,-0.00268867030247985,-0.01382332598115675,-0.0106186530346536,-0.00752326627381475
lively,-0.06529264919934227,-0.0118197105543017,-0.03780094328559665,0.00360880484804565,-0.0202162226774982,-0.0337823814291847
livened,NA,NA,NA,NA,NA,NA
livening,NA,NA,NA,NA,NA,NA
livid,NA,-0.05662032191838413,-0.05002468641874313,NA,NA,-0.05662032191838413
living,4.1646602177940695,0.1328673478544848,0.3748675378513347,-0.00237166545515027,0.04179156790481962,0.13678869703887223
lizard,-0.12465653654060074,-0.04543500744804481,0.01172644038380823,-0.04628789982745518,-0.03975996189311725,-0.0640348514273045
loaded,-0.12649081171147122,-0.05758269297749693,-0.04920219791087549,NA,NA,-0.09203675234448408
loading,NA,NA,-0.05060394480138211,NA,NA,NA
loadless,NA,NA,NA,NA,NA,NA
loaferish,NA,NA,NA,NA,NA,NA
loafing,-0.13099155189637554,NA,-0.05100399862011125,NA,-0.0603810558564025,-0.09568630387638902
loaning,NA,NA,NA,NA,NA,NA
loathful,NA,NA,NA,NA,NA,NA
loathing,-0.12651767145656223,-0.05748037020601086,-0.05066697828292929,NA,NA,-0.09199902083128654
loathly,NA,-0.0576313114658029,-0.05106913286027498,NA,NA,-0.0576313114658029
loathsome,-0.10694780833718465,-0.052511347297726677,-0.03891256532584846,-0.04959565014528257,-0.05754030615419125,-0.06664877798359628
lob,NA,NA,-0.05109165450177255,NA,NA,NA
lobbing,NA,NA,NA,NA,NA,NA
lobbying,NA,NA,NA,NA,NA,NA
lobcock,NA,NA,NA,NA,NA,NA
lobster,NA,-0.05657769564536419,-0.04638451442900092,-0.04696235469952648,-0.00665749376848857,-0.04997485492463053
local,0.35928149491936756,0.522194777261766,0.3602901140312009,0.5423685898956688,0.998317495477316,0.4460337440270008
localistic,NA,NA,NA,NA,NA,NA
locking,NA,NA,-0.05102480018259955,NA,NA,NA
lockram,NA,NA,NA,NA,NA,NA
locoed,NA,NA,NA,NA,NA,NA
locoing,NA,NA,NA,NA,NA,NA
locused,NA,NA,NA,NA,NA,NA
locusing,NA,NA,NA,NA,NA,NA
lofty,-0.12464034473943508,-0.05712528613806878,-0.04858309097663203,-0.04957429983069828,NA,-0.07711331023606738
log,NA,NA,-0.05009454117182101,NA,NA,NA
loggerhead,NA,NA,NA,NA,NA,NA
loggering,NA,NA,NA,NA,NA,NA
loggy,NA,NA,NA,NA,NA,NA
logical,0.2634925348262511,-0.04879160632270835,-0.02362278099179638,-0.04643050744910595,-0.05778528172283399,-0.044157544121611166
logolatry,NA,NA,NA,NA,NA,NA
logomachic,NA,NA,NA,NA,NA,NA
logomania,NA,NA,NA,NA,NA,NA
logomaniac,NA,NA,NA,NA,NA,NA
logrolling,NA,NA,NA,NA,NA,NA
loitering,-0.1301671187092831,-0.05760544931924284,-0.05049337377610416,-0.05027671896213968,-0.05927397377102505,-0.0743849788939138
lolling,NA,NA,NA,NA,NA,NA
lolloping,NA,NA,NA,NA,NA,NA
lompering,NA,NA,NA,NA,NA,NA
lone,0.06760209945381354,0.3795865826298877,0.19324752198898465,0.00927575163646735,-0.00237220319371171,0.06693829247138845
lonely,0.27842158457528693,0.23324306768448447,0.25443610256647503,0.11950914040006244,0.24236422166951893,0.2123881330801352
lonesome,-0.12269657106326588,-0.05348151434464981,-0.04312329591742912,-0.04651502308087029,-0.04254156042399981,-0.06645410110155378
long-headed,-0.13097709813262695,-0.05773022520024126,-0.04952257333529825,NA,-0.06007665178198573,-0.08292799170495131
long-sighted,-0.1269072856876004,NA,-0.05072098428158566,NA,NA,-0.1269072856876004
long-suffering,-0.12630994899172737,-0.04336449235717397,-0.04748601729508772,-0.0496334897442599,-0.06059097430864325,-0.07100510758492956
long-tongued,NA,-0.05765800912452343,NA,NA,NA,NA
long-visaged,NA,NA,-0.05092685952899948,NA,NA,NA
long-winded,-0.1272182693702875,-0.0575549125638185,-0.05018326905949187,NA,NA,-0.092386590967053
longanimous,NA,NA,NA,NA,NA,NA
longiloquent,NA,NA,NA,NA,NA,NA
longing,-0.1288601135692379,-0.05659622773919171,-0.05024724616955015,-0.0501528867910896,-0.06067603626168192,-0.07409490593491543
longish,NA,NA,NA,NA,NA,NA
looby,NA,NA,NA,NA,NA,NA
loon,NA,-0.0552398973973179,-0.05109974765134462,NA,NA,-0.0552398973973179
loony,-0.12795549223035158,-0.05575410274071904,-0.05036080751520252,-0.04887816819394014,-0.0592686672897043,-0.07333476744399436
loopy,NA,-0.05703531930490765,NA,NA,NA,NA
loose,-0.12334107405921792,0.20897659080195025,-0.04429774939436749,-0.03199037872374916,-0.05852828697796825,-0.0645393722888257
loose-jointed,-0.1291149852931653,NA,-0.04821272271192496,-0.05033423003212724,-0.06042299069684018,-0.07995740200737758
loose-tongued,NA,-0.0574550551996878,NA,NA,NA,NA
loosing,NA,NA,NA,NA,NA,NA
looting,NA,NA,NA,NA,NA,NA
loping,NA,NA,-0.05052186069052499,NA,-0.06016050688870725,-0.06016050688870725
loppeting,NA,NA,NA,NA,NA,NA
lopping,NA,NA,NA,NA,NA,NA
loppy,NA,NA,NA,NA,NA,NA
lopsided,-0.1292670967183214,NA,-0.04961120838392002,NA,NA,-0.1292670967183214
loquacious,-0.11933455341311064,-0.05266930069322304,-0.04503973939203707,-0.0495021330924838,-0.05952026931120517,-0.07025656412750567
loquent,NA,NA,NA,NA,NA,NA
lording,NA,NA,NA,NA,NA,NA
lordling,NA,NA,NA,NA,NA,NA
lordly,-0.12773539815255036,-0.05768466582963341,-0.0443497561929902,NA,-0.05996372379152603,-0.08179459592456993
lorn,NA,-0.05697564655953562,-0.05077067639671916,-0.05012099497559093,-0.0603927662421887,-0.056046363066147825
losel,NA,NA,NA,NA,NA,NA
lost,0.5065328020975377,0.02460425515746369,0.0841217382727603,0.2424420056324246,0.6707658350867782,0.21442520029004658
lothario,NA,NA,NA,NA,NA,NA
lotus-eating,NA,NA,NA,NA,NA,NA
loud,-0.0916065099174516,-0.02205945881157801,-0.03009294314003571,-0.03882262992214982,-0.04006635847776091,-0.05014711036434951
loud-mouthed,-0.12947638065304137,-0.0561468823839806,-0.04940021118641503,-0.04918599003217487,-0.05988136280152294,-0.07372620925623999
loud-voiced,-0.13025845252542942,-0.05605103455383866,-0.04812347362752565,-0.05003286694794341,-0.06059318383546719,-0.07423388446566967
loudmouthed,-0.13004750057885858,-0.0563505727717443,-0.05013025937339056,-0.04835272748944796,-0.05913652269233671,-0.07391621385408254
louking,NA,NA,NA,NA,NA,NA
lounging,-0.13074724050039596,-0.05660790010325134,-0.05037644285268536,NA,-0.06002388919630389,-0.082459676599983725
loup-the-dyke,NA,NA,NA,NA,NA,NA
loustering,NA,NA,NA,NA,NA,NA
lousy,-0.10365906979282669,-0.05658111410174233,-0.04923048898851802,-0.04879137009951918,-0.05821178848349303,-0.06692061534164502
louther,NA,NA,NA,NA,NA,NA
louthered,NA,NA,NA,NA,NA,NA
louthering,NA,NA,NA,NA,NA,NA
louting,NA,NA,NA,NA,NA,NA
loutish,-0.1298046586457574,NA,-0.05020892847460615,-0.05019584147191162,-0.05664787433391585,-0.07888715381809314
lovable,0.01800753040540831,-0.03286874893083681,-0.0266572746937024,-0.03787374430842644,-0.04142757380665409,-0.03470683543490494
love-maker,NA,NA,NA,NA,NA,NA
loveless,-0.12567670020691543,-0.05550665693038723,-0.04863778672145157,-0.04976318415870687,-0.06013854642607166,-0.0727712719305203
lovely,0.5392288702477829,1.0688108080557923,0.13298961760540395,0.936947245877822,0.29589774817432907,0.47626587047633445
lovesick,-0.1254925687682063,-0.04822064863590384,-0.04522209334432122,-0.02126843124581844,-0.02481169805310556,-0.060936752200384234
lovesome,NA,NA,NA,NA,NA,NA
loveworthy,NA,NA,NA,NA,NA,NA
loving,1.290795515257103,0.25433745340893504,0.17272777821900376,0.03992162088829934,0.03871548529838078,0.12642558445365473
loving-kindness,NA,NA,NA,NA,NA,NA
low,-0.05086805560990939,-0.03811381239642451,0.04428340178552478,-0.04587374844191192,-0.03249759615146699,-0.0418383031499282
low-browed,NA,-0.05782868206790131,-0.05069252708130424,-0.04921643489418149,NA,-0.05426060457460277
low-caliber,NA,NA,NA,NA,NA,NA
low-down,-0.1279767708375755,-0.05706559964398464,-0.05049086260680983,NA,-0.06046549073785636,-0.0818359537398055
low-key,-0.1136078840896696,-0.05703114613199213,-0.04896134971395487,NA,NA,-0.08531951511083086
low-lived,-0.13079264377438454,NA,-0.05108182172901935,NA,NA,-0.13079264377438454
low-minded,-0.1299152036681068,-0.05788575776931259,-0.05018795164666683,NA,NA,-0.0939004807187097
low-pressure,NA,NA,-0.05109974765134462,NA,NA,NA
low-spirited,-0.13099155189637554,NA,-0.05100959190474252,NA,NA,-0.13099155189637554
low-thoughted,NA,NA,NA,NA,NA,NA
lowbelling,NA,NA,NA,NA,NA,NA
lowborn,-0.12230928242567364,-0.04967985152223285,-0.0481440491875993,-0.04846106830390249,-0.05737317688566806,-0.06945584478436925
lowbred,-0.13090941061841116,-0.05774897036985399,-0.05101122260994138,NA,NA,-0.09432919049413258
lowbrow,NA,NA,NA,NA,NA,NA
lowed,NA,NA,-0.05103616566032865,NA,NA,NA
lowering,NA,-0.05790434047010172,-0.05043659211562851,NA,NA,-0.05790434047010172
lowery,NA,NA,NA,NA,NA,NA
lowly,-0.06093194668588674,-0.04042415768121873,-0.03372721378317132,-0.0459543651902008,-0.05819447396322991,-0.05137623588013404
lown,NA,NA,NA,NA,NA,NA
loyal,0.12484105454472184,-0.01648330880671975,0.03245720251521103,-0.0357330798683563,-0.05104860996476558,-0.017701949031157647
lubberly,NA,NA,-0.05090165906047923,NA,-0.05520576074943601,-0.05520576074943601
lubricant,NA,NA,NA,NA,NA,NA
lubricous,NA,NA,NA,NA,NA,NA
lucent,NA,NA,NA,NA,NA,NA
lucid,-0.11860234232148378,-0.05574108768328479,-0.04916653671078897,NA,NA,-0.08717171500238428
luciferian,NA,NA,NA,NA,NA,NA
luciferous,NA,NA,NA,NA,NA,NA
lucifugous,NA,NA,NA,NA,NA,NA
luckless,-0.12333416744764791,-0.05460903101383942,-0.04308042910907982,-0.0477135967286562,-0.05384673260742296,-0.06987588194939162
lucky,0.34145390225537336,0.27069479350569586,0.6707221658925511,0.5406519939950349,0.26404386057330126,0.35421113758235134
lucubrating,NA,NA,NA,NA,NA,NA
luculent,NA,NA,NA,NA,NA,NA
ludibund,NA,NA,NA,NA,NA,NA
ludicrous,-0.12959909437173683,-0.05702924243265808,-0.0504199634849761,NA,NA,-0.09331416840219746
luggering,NA,NA,NA,NA,NA,NA
lugging,NA,NA,NA,NA,NA,NA
luggish,NA,NA,NA,NA,NA,NA
lugubrious,-0.1302177311550688,-0.05771100280405526,-0.04748594392684224,NA,NA,-0.09396436697956202
lukewarm,-0.12104969719568238,NA,-0.05039597743022988,NA,NA,-0.12104969719568238
lulled,NA,NA,-0.05108024831031091,NA,NA,NA
lulling,NA,NA,-0.05109974765134462,NA,NA,NA
lumbering,-0.13037404368459207,-0.05634970806551002,-0.0422637671686455,-0.05013551851067477,-0.05718580422386697,-0.07351126862116096
lumbricoid,NA,NA,NA,NA,NA,NA
luminary,NA,NA,NA,NA,NA,NA
luminiferous,NA,NA,NA,NA,NA,NA
luminous,-0.12468054285127037,-0.04983187893028196,-0.04931098129063376,-0.04733579330704712,-0.05909013018206256,-0.07072838331356215
lummox,NA,NA,NA,NA,NA,NA
lumping,NA,NA,NA,NA,NA,NA
lumpish,-0.13041868219061276,-0.05746833177517802,-0.05020316991389267,-0.04913490970066672,-0.05961896654469365,-0.07442728760609427
lumpy,-0.1284747614464344,-0.05306855276210696,-0.04721877063907239,-0.04832237390205374,-0.05910863659151851,-0.0722435811755284
lunatic,-0.12732782000095652,-0.04661797004046109,-0.04946148016165844,-0.04732356143376275,-0.05099798126924077,-0.06877771071640462
lundy,NA,NA,NA,NA,NA,NA
lungeous,NA,NA,NA,NA,NA,NA
lunging,NA,NA,-0.05079999169506857,NA,NA,NA
lunkhead,NA,NA,NA,NA,NA,NA
lunt,NA,NA,NA,NA,NA,NA
lupine,NA,-0.05790434047010172,NA,NA,NA,NA
lurching,NA,NA,-0.04997012696954885,NA,NA,NA
lurdan,NA,NA,NA,NA,NA,NA
lurid,NA,NA,NA,NA,NA,NA
luring,NA,NA,-0.05034190221145576,NA,NA,NA
lurking,-0.12999563053691263,-0.05733554361280039,-0.04886594418720313,-0.0498140478922147,-0.06012189793400014,-0.07431677999398197
luscious,-0.12950218514578613,-0.04522040467822304,-0.0491480436801447,-0.04612656776863237,-0.05922992184857855,-0.07100167961078543
lush,NA,-0.0521102663576057,NA,-0.04932054452105799,NA,-0.0521102663576057
lushing,NA,NA,NA,NA,NA,NA
lusk,NA,NA,NA,NA,NA,NA
lusory,NA,NA,NA,NA,NA,NA
lustful,-0.1090058726158862,-0.04110767929189038,-0.03780039866746675,-0.0490865673088567,-0.05850833049339736,-0.06442711242750766
lustless,NA,NA,NA,NA,NA,NA
lustly,NA,NA,NA,NA,NA,NA
lustrating,NA,NA,NA,NA,NA,NA
lustrative,NA,NA,NA,NA,NA,NA
lustrous,NA,-0.05729448457595122,NA,NA,NA,NA
lusty,-0.1290570652714224,-0.04099993619303709,-0.03608887270248355,-0.04626151322108754,-0.04802166566045707,-0.06608504508650102
luteolous,NA,NA,NA,NA,NA,NA
luteous,NA,NA,NA,NA,NA,NA
lutherolatrist,NA,NA,NA,NA,NA,NA
lutulent,NA,NA,NA,NA,NA,NA
luxated,NA,NA,NA,NA,NA,NA
luxating,NA,NA,NA,NA,NA,NA
luxuriant,NA,-0.05721534628695682,-0.05100610195508194,NA,NA,-0.05721534628695682
luxuriating,NA,NA,NA,NA,NA,NA
luxurious,-0.12759451430304294,-0.05500395955155193,-0.04837083353841815,-0.04946530587709988,-0.06061222140368251,-0.07316900028384432
lydian,NA,-0.05525894199632894,-0.05070520793597873,-0.0489936765743242,NA,-0.052982074966153835
lying,-0.11182192570026638,-0.04056922122031883,-0.0321173564534338,-0.04482151404210913,-0.05395633981842498,-0.06279225019527983
lyncean,NA,NA,NA,NA,NA,NA
lynching,NA,NA,NA,NA,NA,NA
lynx-eyed,NA,NA,-0.05049215205372414,NA,-0.06006557861650166,-0.06006557861650166
lypothymia,NA,NA,NA,NA,NA,NA
lyrical,-0.13043617083948814,NA,-0.05064945512405316,NA,-0.06031087885899449,-0.09537352484924132
macabre,NA,NA,-0.05085683363037974,NA,NA,NA
macadamizer,NA,NA,NA,NA,NA,NA
macarizing,NA,NA,NA,NA,NA,NA
macaroni,NA,NA,-0.05099052126847642,NA,NA,NA
macaronic,NA,NA,NA,NA,NA,NA
macerated,NA,NA,NA,NA,NA,NA
macerating,NA,NA,NA,NA,NA,NA
machiavellian,-0.12745010841099844,-0.05709048727012898,-0.05036985156238569,NA,NA,-0.0922702978405637
machinating,NA,NA,NA,NA,NA,NA
machine-like,-0.13023645075029283,NA,-0.05083043709014683,NA,NA,-0.13023645075029283
machinist,NA,NA,NA,NA,NA,NA
machinized,NA,NA,NA,NA,NA,NA
machinizing,NA,NA,NA,NA,NA,NA
macho,-0.12540983119891744,-0.05340950151585066,0.09777469398129428,-0.05006224279786672,-0.05470814594761532,-0.07089743036506253
macilent,NA,NA,NA,NA,NA,NA
mack,-0.1291202085703168,-0.05758602673010742,-0.04985365064706647,-0.04931767492609434,-0.05916043824047428,-0.07393008104699124
mackerel,NA,NA,-0.05095953777375468,NA,NA,NA
macrocephalous,NA,NA,NA,NA,NA,NA
macrographic,NA,NA,NA,NA,NA,NA
macrology,NA,NA,NA,NA,NA,NA
macromaniacal,NA,NA,NA,NA,NA,NA
macrotous,NA,NA,NA,NA,NA,NA
maculate,NA,NA,NA,NA,NA,NA
maculating,NA,NA,NA,NA,NA,NA
mad,0.1835544129680945,0.2964787186695929,0.2618389867539308,0.00926637328951397,-0.01044600782124122,0.11105344129757451
mad-headed,NA,NA,NA,NA,-0.06069166341407451,NA
madam,NA,NA,NA,NA,NA,NA
madbrain,NA,NA,NA,NA,NA,NA
madcap,NA,-0.05675667421498315,NA,-0.04830904470244113,-0.05968559223569993,-0.05822113322534154
maddened,NA,-0.05509836464449918,-0.04967474556669098,-0.04920105392730038,-0.05890287964528767,-0.05455866328549261
maddening,-0.12534006482755544,-0.04286028320505764,-0.04475068543598069,-0.04805825097919321,-0.05875156333366119,-0.06922514114409763
madding,NA,NA,NA,NA,NA,NA
maddish,NA,NA,NA,NA,NA,NA
maddled,NA,NA,NA,NA,NA,NA
made-up,-0.0963838144292371,-0.02647108704980114,-0.04944485012007824,-0.04239522517608375,-0.05918017196389113,-0.061851015422322554
madid,NA,NA,NA,NA,NA,NA
madonnaish,NA,NA,NA,NA,NA,NA
maecenas,NA,NA,NA,NA,NA,NA
maenadic,NA,NA,NA,NA,NA,NA
maestro,NA,NA,NA,NA,NA,NA
mafficking,NA,NA,NA,NA,NA,NA
maffled,NA,NA,NA,NA,NA,NA
mafflin,NA,NA,NA,NA,NA,NA
maffling,NA,NA,NA,NA,NA,NA
magdalene,NA,-0.0563334453867588,-0.05068426694560547,NA,NA,-0.0563334453867588
magging,NA,NA,NA,NA,NA,NA
maggled,NA,NA,NA,NA,NA,NA
maggling,NA,NA,NA,NA,NA,NA
maggoty,NA,NA,NA,NA,NA,NA
magical,-0.04292606807114295,-0.03708673094681052,-0.04113460165215726,0.11019653745085828,-0.04760327468224379,-0.04218766883808863
magisterial,-0.1306453555212021,NA,-0.05074246856381669,NA,NA,-0.1306453555212021
magnanimating,NA,NA,NA,NA,NA,NA
magnanimous,-0.03460211899307171,-0.05514179185313125,-0.01841987750731603,-0.05003607803420554,-0.06056666142864785,-0.05008666257726409
magnate,NA,NA,NA,NA,NA,NA
magnetic,-0.10845460386407436,-0.05204024270417634,-0.03994601067868608,-0.0475502247300343,-0.05888245263894778,-0.0667318809843082
magnetized,-0.12770292075319273,-0.0577138656369485,-0.05013071199902806,NA,NA,-0.09270839319507061
magnetizing,NA,NA,NA,NA,NA,NA
magnificent,-0.05195879330442322,0.02029090388353995,-0.00318887242531556,-0.0430244220572682,-0.05213923006468816,-0.03757782946292378
magnifying,NA,NA,-0.05100929696439568,NA,NA,NA
magniloquent,NA,NA,NA,NA,NA,NA
magnipotent,NA,NA,NA,NA,NA,NA
magnisonant,NA,NA,NA,NA,NA,NA
magnitudinous,NA,NA,NA,NA,NA,NA
magpie,NA,-0.05709955416548513,NA,NA,NA,NA
mahatma,NA,NA,NA,NA,NA,NA
maiden,NA,-0.05613665334216721,-0.0506806052493478,-0.04529358179753855,NA,-0.05340862929575751
maimed,-0.12438583402665776,-0.05510704388467885,-0.03801735139120576,-0.04939098576290245,-0.05634341813296351,-0.07130682045180065
maiming,NA,NA,NA,NA,NA,NA
main,0.21292691595291963,-0.03677025314547635,0.15383870014192075,-0.0070038580072658,-0.02663636615449963,0.020857055708669744
mainstay,NA,NA,NA,NA,NA,NA
maintaining,-0.12604648388497386,-0.05763101765289975,-0.04933495210735977,NA,NA,-0.0918387507689368
majestic,-0.11060686613346112,-0.04432937697338716,-0.04511359017482355,-0.05015745481663344,-0.06036676754748078,-0.06656116966809972
major,-0.10272850305085378,-0.04404403561710604,-0.03678773345923346,-0.04737411371057622,-0.05775131224255372,-0.06297449115527244
major-domo,NA,NA,NA,NA,NA,NA
make,-0.08191726278071212,-0.02408131516259422,0.4070296369995909,-0.04230558669696448,-0.04995512396919365,-0.04956482215236612
make-believe,-0.12291880414287136,-0.0567145082020407,-0.04971338495317285,-0.04907320871977466,-0.05933527936398293,-0.07217049416551696
make-game,NA,NA,NA,NA,NA,NA
make-law,NA,NA,NA,NA,NA,NA
make-mirth,NA,NA,NA,NA,NA,NA
make-peace,NA,NA,NA,NA,NA,NA
make-shame,NA,NA,NA,NA,NA,NA
make-talk,NA,NA,NA,NA,NA,NA
makebate,NA,NA,NA,NA,NA,NA
makeshift,NA,NA,-0.05060424645774526,NA,NA,NA
making,-0.0828807372427511,-0.03997101768146394,0.01546099695294778,-0.04410246662364182,-0.05306721218222043,-0.05500535843251932
malacoid,NA,NA,NA,NA,NA,NA
maladive,NA,NA,NA,NA,NA,NA
maladjusted,-0.11601991543336906,-0.05739070098858814,-0.05057241112947494,-0.04976843209051097,-0.05851574788664721,-0.07062469385951983
maladministrator,NA,NA,NA,NA,NA,NA
maladroit,-0.1297512560606429,NA,-0.05100435885819655,NA,NA,-0.1297512560606429
malahacked,NA,NA,NA,NA,NA,NA
malahacking,NA,NA,NA,NA,NA,NA
malapert,NA,NA,NA,NA,-0.05994486813428176,NA
malconduct,NA,NA,NA,NA,NA,NA
malcontent,NA,NA,NA,NA,NA,NA
malcontented,NA,NA,NA,NA,NA,NA
maldeveloped,NA,NA,NA,NA,NA,NA
male,0.4089830355382226,-0.04525482911315206,-0.04060832840547591,-0.05006120550490592,-0.05336946311157622,-0.04732345653377753
maledicent,NA,NA,NA,NA,NA,NA
maledict,NA,NA,NA,NA,NA,NA
malefic,NA,NA,NA,NA,NA,NA
maleficated,NA,NA,NA,NA,NA,NA
maleficating,NA,NA,NA,NA,NA,NA
maleficent,-0.1304908277128067,NA,NA,NA,NA,NA
malevolent,-0.09179728304483203,-0.05412784013106107,-0.04695602484273167,-0.0501775449740872,-0.05955063259265034,-0.06391332518565766
malfeasant,NA,NA,NA,NA,NA,NA
malformed,-0.12911876610093376,-0.05704030055106456,-0.05018033969119831,-0.05002280864096854,-0.05830372905416515,-0.07366078384934044
malicious,0.03740575785480159,-0.04399545293395673,-0.03621874014069377,-0.04845166068694906,-0.05568659080680405,-0.0460881111421009
