TDA,coded,person_zscore,woman_zscore,man_zscore,girl_zscore,boy_zscore
corker,[corker person],NA,NA,NA,NA,NA
corkscrew,[corkscrew person],NA,NA,-0.050948576360350134,NA,NA
corky,[corky person],NA,NA,NA,NA,NA
cormorant,[cormorant person],NA,NA,NA,NA,NA
corn-cracker,[corn - cracker person],NA,NA,NA,NA,NA
corned,[corned person],NA,NA,NA,NA,NA
cornered,[cornered person],-0.13018465417075067,-0.0553491645555354,-0.044885795881887125,-0.049162649297852794,NA
cornified,[cornified person],NA,NA,NA,NA,NA
cornstalk,[cornstalk person],NA,NA,NA,NA,NA
cornucopean,[cornucopean person],NA,NA,NA,NA,NA
cornuted,[cornuted person],NA,NA,NA,NA,NA
corporeal,[corporeal person],-0.1105862021473622,-0.05597248786900131,-0.0436524756753737,NA,NA
corporealist,[corporealist person],NA,NA,NA,NA,NA
corporosity,[corporosity person],NA,NA,NA,NA,NA
corralling,[corralling person],NA,NA,NA,NA,NA
correct,[correct person],0.25313748632451943,-0.05195287051626447,-0.036462602079390255,-0.049433982377479646,-0.056161912472311545
correctable,[correctable person],NA,NA,NA,NA,NA
corrective,[corrective person],NA,NA,NA,NA,NA
corrigible,[corrigible person],NA,NA,NA,NA,NA
corrivaling,[corrivaling person],NA,NA,NA,NA,NA
corroborant,[corroborant person],NA,NA,NA,NA,NA
corroded,[corroded person],NA,NA,NA,NA,NA
corrosive,[corrosive person],NA,NA,-0.05101574998377118,NA,NA
corrupt,[corrupt person],-0.03737495957263404,-0.04975516872235219,-0.01823667135464208,-0.0499351831613014,-0.059827487154735716
corruptible,[corruptible person],-0.12881046315157843,NA,-0.019707253179614415,NA,NA
corruptive,[corruptive person],NA,NA,NA,NA,NA
coruscant,[coruscant person],NA,NA,NA,NA,NA
corvine,[corvine person],NA,NA,NA,NA,NA
coryphaeus,[coryphaeus person],NA,NA,NA,NA,NA
cosh,[cosh person],NA,NA,-0.05108919882144666,NA,-0.053885305179935866
coshered,[coshered person],NA,NA,NA,NA,NA
coshering,[coshering person],NA,NA,NA,NA,NA
cosmic,[cosmic person],-0.07307976424354187,-0.054516966127209576,-0.020056833116335923,-0.04774288972655898,-0.038424457711940904
cosmogonist,[cosmogonist person],NA,NA,NA,NA,NA
cosmolatrous,[cosmolatrous person],NA,NA,NA,NA,NA
cosmopoietic,[cosmopoietic person],NA,NA,NA,NA,NA
cosmopolitan,[cosmopolitan person],-0.10400011864447753,-0.03962745199200581,-0.03769588560178094,-0.04201393205365291,NA
cosset,[cosset person],NA,NA,NA,NA,NA
cosseting,[cosseting person],NA,NA,NA,NA,NA
costive,[costive person],NA,NA,-0.05102750755551341,NA,NA
costly,[costly person],-0.1302625571262607,-0.05758748794323098,-0.050549417803527175,NA,NA
cot,[cot person],NA,NA,-0.05095636660065516,NA,NA
cothish,[cothish person],NA,NA,NA,NA,NA
cothurnate,[cothurnate person],NA,NA,NA,NA,NA
cotquean,[cotquean person],NA,NA,NA,NA,NA
cottered,[cottered person],NA,NA,NA,NA,NA
cottering,[cottering person],NA,NA,NA,NA,NA
cottoned,[cottoned person],NA,NA,NA,NA,NA
couniting,[couniting person],NA,NA,NA,NA,NA
counselable,[counselable person],NA,NA,NA,NA,NA
counselful,[counselful person],NA,NA,NA,NA,NA
counseling,[counseling person],-0.12358916218172128,-0.05712217711547095,-0.050936462472901865,NA,NA
countenancing,[countenancing person],NA,NA,NA,NA,NA
counter-revolutionary,[counter - revolutionary person],NA,NA,NA,NA,NA
counterbuffing,[counterbuffing person],NA,NA,NA,NA,NA
countercharming,[countercharming person],NA,NA,NA,NA,NA
counterchecking,[counterchecking person],NA,NA,NA,NA,NA
counterfeit,[counterfeit person],-0.12342265742387784,-0.056472230737360886,-0.04784860175332051,NA,NA
countering,[countering person],NA,NA,NA,NA,NA
countermanded,[countermanded person],NA,NA,NA,NA,NA
countermanding,[countermanding person],NA,NA,NA,NA,NA
counterplotting,[counterplotting person],NA,NA,NA,NA,NA
countrified,[countrified person],-0.12935947533309958,-0.05703293246997937,-0.050993657845626345,-0.04941099150926015,-0.06030135991531581
courageous,[courageous person],0.28831437841917146,0.14256416824612334,0.08019298160154724,-0.02320537051210176,-0.03225530350369571
court-plaster,[court - plaster person],NA,NA,NA,NA,NA
courtbred,[courtbred person],NA,NA,NA,NA,NA
courteous,[courteous person],-0.09601403934327268,-0.053498344523433,-0.0243182865622434,-0.04846075708614691,-0.05621951761314758
courtesan,[courtesan person],NA,NA,NA,NA,NA
courtier,[courtier person],NA,NA,NA,NA,NA
courting,[courting person],NA,-0.05698647381658889,-0.04954820171000098,-0.049975690392242075,-0.05985252523185962
courtless,[courtless person],NA,NA,NA,NA,NA
courtling,[courtling person],NA,NA,NA,NA,NA
courtly,[courtly person],-0.12621405549449047,-0.05377688582520732,-0.0395989675901448,NA,NA
cousin betty,[cousin betty person],NA,NA,NA,NA,NA
cousin michael,[cousin michael person],NA,NA,NA,NA,NA
cousinly,[cousinly person],NA,NA,NA,NA,NA
couthie,[couthie person],NA,NA,NA,NA,NA
couthless,[couthless person],NA,NA,NA,NA,NA
covert,[covert person],-0.1291267129286855,NA,-0.050763042966929565,NA,NA
covetous,[covetous person],-0.09512146397698963,-0.056128009205082305,-0.015758545989342055,NA,-0.06049612167310457
covinous,[covinous person],NA,NA,NA,NA,NA
cow-baby,[cow - baby person],NA,NA,NA,NA,NA
cowan,[cowan person],NA,NA,NA,NA,NA
coward,[coward person],NA,-0.056815707967020214,-0.049383905376042744,-0.049922401967771285,-0.05819805367327449
cowardly,[cowardly person],-0.08536496938444933,-0.050811847931365554,-0.03172988463977763,-0.04829596579119626,-0.050324914931541856
cowed,[cowed person],-0.1305319247008772,-0.056288611129078396,-0.049837424977393074,-0.049087473782837704,-0.059757222286882045
cowering,[cowering person],-0.13016179332941447,-0.04595120430702206,-0.04146731535798523,-0.03805802583932581,-0.04594560404370442
cowhearted,[cowhearted person],NA,NA,NA,NA,NA
cowing,[cowing person],NA,NA,NA,NA,NA
cowish,[cowish person],NA,NA,NA,NA,NA
coxcombical,[coxcombical person],NA,NA,NA,NA,NA
coxy,[coxy person],NA,NA,NA,NA,NA
coy,[coy person],-0.13040319260697053,-0.05377995734599891,-0.05081436323630447,-0.046291106983174464,-0.05868579219869614
coyed,[coyed person],NA,NA,NA,NA,NA
coying,[coying person],NA,NA,NA,NA,NA
coyish,[coyish person],NA,NA,NA,NA,NA
cozening,[cozening person],NA,NA,NA,NA,NA
cozing,[cozing person],NA,NA,NA,NA,NA
cozy,[cozy person],-0.1280593823894855,-0.05687052039639678,-0.05065540300305852,-0.04945870997219165,NA
crab-faced,[crab - faced person],NA,NA,-0.05101284039668535,NA,NA
crabbed,[crabbed person],-0.13054891851673828,-0.057164716508331354,-0.05035869507410382,NA,-0.06075924206325552
crabbing,[crabbing person],NA,NA,NA,NA,NA
crabbish,[crabbish person],NA,NA,NA,NA,NA
crabby,[crabby person],-0.12500427576945564,-0.05429077056034297,-0.04908169084986067,NA,NA
crabstick,[crabstick person],NA,NA,NA,NA,NA
crack,[crack person],NA,-0.057289345482878194,-0.047990982710168405,-0.049291244713400094,-0.05978302077314112
crackajack,[crackajack person],NA,NA,NA,NA,NA
crackbrained,[crackbrained person],-0.13089259799549263,NA,-0.05106074892977123,NA,NA
cracked,[cracked person],NA,-0.05679420158797358,-0.05045629021970479,NA,NA
cracker,[cracker person],NA,-0.05768068823361035,-0.05062889847041199,-0.04710854341608079,-0.052596096808991154
cracking,[cracking person],NA,-0.057459778906139486,-0.05079375028664418,-0.04932321018177644,-0.05988666034686617
crafty,[crafty person],-0.09670677692299261,-0.04793129382578839,-0.02920150202632402,-0.0445395710653433,-0.056995838107350406
craggy,[craggy person],NA,-0.05719035346853852,-0.046766215547964556,NA,NA
craichy,[craichy person],NA,NA,NA,NA,NA
cramming,[cramming person],NA,NA,NA,NA,NA
cramped,[cramped person],-0.13082805011834978,NA,-0.05084406120649118,NA,NA
cramping,[cramping person],NA,NA,NA,NA,NA
crank,[crank person],NA,NA,-0.051003502509679034,NA,NA
cranky,[cranky person],-0.1120578273694293,-0.048224428069106456,-0.04470727965321268,-0.048133723375637344,-0.057175277855102936
crapulous,[crapulous person],NA,NA,NA,NA,NA
crass,[crass person],-0.12761934831876906,-0.056747749955202056,-0.050031582469447104,NA,NA
craven,[craven person],-0.12923256308766512,-0.05698144202197552,-0.04976287409223338,NA,NA
craving,[craving person],-0.1296743089899119,-0.057449894927747616,-0.049954972194073896,NA,-0.059899697831695645
crawfish,[crawfish person],NA,NA,NA,NA,NA
crawling,[crawling person],-0.12673533067812198,-0.055765048470717116,-0.04469888463281645,-0.04894031557220025,-0.05967815973639284
crawly,[crawly person],NA,NA,NA,NA,NA
crazed,[crazed person],-0.07691034887661181,0.008206136965622094,0.0016268781151909013,-0.03657309302884883,-0.04897020797294664
crazy,[crazy person],2.484046629041002,0.8387930992212828,0.45390065843872524,0.2507591657474247,0.09233671203976569
creaky,[creaky person],NA,NA,NA,NA,NA
cream-faced,[cream - faced person],NA,NA,NA,NA,NA
creant,[creant person],NA,NA,NA,NA,NA
creative,[creative person],1.452369556750193,-0.012042065257549878,-0.006880960067744761,-0.03840816074803464,-0.049119522838368714
creatural,[creatural person],NA,NA,NA,NA,NA
credible,[credible person],0.03551141592749926,-0.05475564610972796,-0.04864749785529748,NA,NA
creditable,[creditable person],-0.11656213241413925,-0.05740466546772535,-0.05073039960030951,NA,-0.0604943029889167
credulous,[credulous person],-0.10574707751916015,-0.05494662449677554,-0.045251604310137625,-0.047506814333231964,-0.05938235685948672
creeming,[creeming person],NA,NA,NA,NA,NA
creeping,[creeping person],-0.13009670563964512,-0.056701429373984306,-0.04221236706897579,NA,NA
creepmouse,[creepmouse person],NA,NA,NA,NA,NA
creepy,[creepy person],-0.10773145027155186,-0.051079399624273325,-0.028002865246933312,-0.04046197094307148,-0.054367775627464004
crescive,[crescive person],NA,NA,NA,NA,NA
crestfallen,[crestfallen person],NA,-0.05666350223524971,-0.04973980626929789,-0.04946873524588074,-0.059573317635406464
crestless,[crestless person],NA,NA,NA,NA,NA
cretan,[cretan person],NA,-0.045415209302599575,-0.04905953984780812,-0.047410891764306996,-0.059633901329037085
cretinous,[cretinous person],NA,NA,NA,NA,-0.06047772206985618
cribbed,[cribbed person],NA,NA,NA,NA,NA
cribbing,[cribbing person],NA,NA,NA,NA,NA
criminal,[criminal person],-0.10854734119877754,-0.01780221983462985,0.02655390882824808,-0.04940408498394327,-0.05780597063841993
criminaloid,[criminaloid person],NA,NA,NA,NA,NA
criminating,[criminating person],NA,NA,NA,NA,NA
criminous,[criminous person],NA,NA,NA,NA,NA
crimp,[crimp person],NA,NA,NA,NA,NA
crimson,[crimson person],NA,-0.05714907105899635,-0.049512462908885585,-0.050335416171998486,-0.06075924206325552
crimsoning,[crimsoning person],NA,NA,NA,NA,NA
cringeling,[cringeling person],NA,NA,NA,NA,NA
cringing,[cringing person],-0.1296905882872349,-0.05508093654300189,-0.04805464123272997,-0.04816212781996732,-0.056463485756704956
crinkling,[crinkling person],NA,NA,NA,NA,NA
crippled,[crippled person],-0.07908699837283607,0.019253958464298115,0.0767791007022658,0.0071735802331918935,0.06805021445419748
crisp,[crisp person],NA,-0.0555663988873611,-0.050441824682459016,NA,NA
crispation,[crispation person],NA,NA,NA,NA,NA
crispy,[crispy person],NA,NA,NA,NA,NA
critical,[critical person],0.0100890279236081,-0.04967340191362209,-0.04423148375942136,-0.04919504401974,-0.06022686747904695
criticaster,[criticaster person],NA,NA,NA,NA,NA
croaking,[croaking person],NA,NA,NA,NA,NA
crocky,[crocky person],NA,NA,NA,NA,NA
croesus,[croesus person],NA,NA,NA,NA,NA
crone,[crone person],NA,NA,NA,NA,NA
cronk,[cronk person],NA,NA,NA,NA,NA
croodling,[croodling person],NA,NA,NA,NA,NA
crooked,[crooked person],-0.11786485711614922,-0.05149394611154464,0.009496468999565244,-0.04845007174408943,-0.05649204471535472
crooked-stick,[crooked - stick person],NA,NA,NA,NA,NA
crooning,[crooning person],NA,-0.057730976464974305,NA,NA,NA
crop-full,[crop - full person],NA,NA,NA,NA,NA
cross,[cross person],-0.12347703965091131,-0.043953299967664484,-0.031004580274243482,-0.028158762487166745,-0.05311940041858486
cross-bearer,[cross - bearer person],NA,NA,NA,NA,NA
cross-bench,[cross - bench person],NA,NA,NA,NA,NA
cross-bred,[cross - bred person],NA,NA,NA,NA,NA
cross-grained,[cross - grained person],-0.13078945166825748,-0.05776269328119409,-0.05021739573450563,NA,-0.060748504741593455
crosshackling,[crosshackling person],NA,NA,NA,NA,NA
crossing,[crossing person],-0.12788355234560764,-0.05679552263443976,-0.050325922889775845,NA,NA
crosspatch,[crosspatch person],NA,NA,NA,NA,NA
crosswise,[crosswise person],NA,NA,NA,NA,NA
crotched,[crotched person],NA,NA,NA,NA,NA
crotchetter,[crotchetter person],NA,NA,NA,NA,NA
crotchety,[crotchety person],-0.12933738806662756,-0.05488580721499883,-0.04872360696911694,NA,NA
crouching,[crouching person],-0.12698300208406574,-0.03948027056618846,-0.03790386482472667,-0.04651457805740021,-0.04782148912581041
crouse,[crouse person],NA,NA,NA,NA,NA
crowder,[crowder person],NA,NA,NA,NA,NA
crowing,[crowing person],NA,NA,NA,NA,-0.06046155943964843
crucifer,[crucifer person],NA,NA,NA,NA,NA
crucifier,[crucifier person],NA,NA,NA,NA,NA
crude,[crude person],-0.11342046187895385,-0.05325138430591207,-0.037306731962189935,-0.048578057507350086,-0.05753583603781465
cruel,[cruel person],0.10240809949027958,0.04004511195517107,0.14524764543747753,-0.03289349561495226,-0.013351508999553412
crumbling,[crumbling person],NA,NA,-0.05023241675402536,NA,NA
crumbly,[crumbly person],NA,NA,NA,NA,NA
crummy,[crummy person],-0.12624455886024882,-0.057667006106215855,NA,NA,NA
crump,[crump person],NA,NA,-0.050934667462339094,NA,NA
crumpled,[crumpled person],-0.12942416893215689,-0.05269903652479515,-0.04445778811260343,-0.04830755611386739,-0.0579747489139387
crup,[crup person],NA,NA,NA,NA,NA
crusading,[crusading person],NA,-0.05656512639723341,-0.050970210200927714,NA,NA
crushed,[crushed person],-0.12969557270417287,-0.05527287148938171,-0.04497983421960291,-0.04934204692017313,-0.05752007786697062
crushing,[crushing person],NA,-0.05747089582222969,-0.05011595200115091,NA,NA
crusty,[crusty person],-0.1293608280151002,-0.056067475088270015,-0.047551357361398566,NA,NA
crutched,[crutched person],NA,NA,NA,NA,NA
cry-baby,[cry - baby person],NA,NA,NA,NA,NA
cryptic,[cryptic person],NA,-0.056710052449212366,-0.04981276195948952,NA,NA
crystal,[crystal person],NA,-0.05325042482132194,-0.04677240952099639,-0.04819524592899851,-0.05994180096637672
cub,[cub person],NA,NA,NA,NA,-0.06075924206325552
cubbish,[cubbish person],NA,NA,NA,NA,NA
cuckoldly,[cuckoldly person],NA,NA,NA,NA,NA
cuckoo,[cuckoo person],NA,NA,-0.05044018953001572,NA,NA
cuculine,[cuculine person],NA,NA,NA,NA,NA
cuddling,[cuddling person],NA,NA,NA,NA,NA
cuddy,[cuddy person],NA,NA,NA,NA,NA
cuittling,[cuittling person],NA,NA,NA,NA,NA
cullion,[cullion person],NA,NA,NA,NA,NA
cully,[cully person],NA,NA,NA,NA,NA
cullying,[cullying person],NA,NA,NA,NA,NA
culottic,[culottic person],NA,NA,NA,NA,NA
culpable,[culpable person],-0.10538802823055411,-0.05763498991910291,-0.05028089312911269,NA,NA
culprit,[culprit person],NA,NA,NA,NA,-0.06056427052275627
cultivable,[cultivable person],NA,NA,NA,NA,NA
cultivated,[cultivated person],0.03349306144328998,-0.028030612240750957,0.010417889507122177,-0.047730839148070824,-0.05980548337388526
cultivating,[cultivating person],-0.12960474095271995,NA,-0.04967524672824472,NA,NA
cultured,[cultured person],0.05638698234147765,-9.306540913622044e-5,0.029754259914627698,-0.04431293345499016,-0.05863943670890032
culturist,[culturist person],NA,NA,NA,NA,NA
cumbered,[cumbered person],NA,NA,NA,NA,NA
cumbersome,[cumbersome person],NA,-0.05708903558164513,-0.05050258741680861,NA,NA
cumulatist,[cumulatist person],NA,NA,NA,NA,NA
cunctatious,[cunctatious person],NA,NA,NA,NA,NA
cunning,[cunning person],-0.07920621367725299,0.014317527258365487,0.03069077734961986,-0.045205614097809654,-0.05415672379540706
cupidinous,[cupidinous person],NA,NA,NA,NA,NA
cupidous,[cupidous person],NA,NA,NA,NA,NA
cur,[cur person],NA,NA,-0.051087028193685595,NA,NA
curable,[curable person],NA,NA,NA,NA,NA
curcuddoch,[curcuddoch person],NA,NA,NA,NA,NA
cure,[cure person],-0.1300596399188835,-0.057783407909938383,-0.04744276389252185,NA,NA
cureless,[cureless person],NA,NA,NA,NA,NA
curious,[curious person],0.2764151874219111,-0.00106141938121495,0.011043269144168586,0.003617496246018385,0.05260186671667017
curious-minded,[curious-minded person],NA,NA,NA,NA,NA
curmudgeon,[curmudgeon person],NA,NA,NA,NA,NA
curmudgeonly,[curmudgeonly person],-0.1283331250726931,NA,-0.049864620328507914,NA,NA
current,[current person],-0.07414213370765932,-0.04553579428361962,-0.03728315818054619,-0.035847776454249296,-0.042329764990955907
currish,[currish person],NA,NA,NA,NA,NA
cursed,[cursed person],-0.10409085115724456,-0.01644784297997949,-0.028095337454793663,-0.042424774137150206,-0.04751843714989784
cursing,[cursing person],-0.12842861731913965,-0.05386866228140854,-0.04498907297482216,-0.04977401071358089,-0.059139129125495765
cursory,[cursory person],NA,NA,-0.05107647930735053,NA,NA
curt,[curt person],NA,-0.05567434616921558,-0.049900923500742385,NA,NA
curtailed,[curtailed person],NA,NA,-0.05096630303145181,NA,NA
curtal,[curtal person],NA,NA,NA,NA,NA
curvetting,[curvetting person],NA,NA,NA,NA,NA
cushiony,[cushiony person],NA,-0.05708983540565926,NA,NA,NA
cuss,[cuss person],NA,NA,NA,NA,NA
cussed,[cussed person],NA,NA,-0.05082096646305331,NA,-0.06008611604599241
custom-made,[custom - made person],NA,NA,-0.05082516766988226,NA,NA
cut,[cut person],-0.12217315215217836,-0.05143762261094893,-0.0013813328236998163,-0.04293033752487672,-0.022743423502482547
cut-and-dried,[cut - and - dried person],NA,NA,NA,NA,NA
cute,[cute person],-0.11564630684145966,-0.03832616271766578,-0.04234211316739542,0.31710947707529713,0.44547813978573725
cuttering,[cuttering person],NA,NA,NA,NA,NA
cutthroat,[cutthroat person],NA,NA,NA,NA,NA
cutting,[cutting person],-0.1300047456030469,-0.05670760634855909,-0.048649236118344236,-0.04984900559088141,-0.06049954213126394
cutty,[cutty person],NA,NA,NA,NA,NA
cyclic,[cyclic person],NA,-0.0577573712424922,-0.05093234984412005,NA,NA
cycloid,[cycloid person],NA,NA,NA,NA,NA
cyclonic,[cyclonic person],NA,NA,NA,NA,NA
cyclopedic,[cyclopedic person],NA,NA,NA,NA,NA
cyllenian,[cyllenian person],NA,NA,NA,NA,NA
cynical,[cynical person],-0.030416509035424685,-0.047823620933124616,-0.026379705689919195,-0.04643821023789347,-0.059412246534123025
cynoid,[cynoid person],NA,NA,NA,NA,NA
cynosural,[cynosural person],NA,NA,NA,NA,NA
cynosure,[cynosure person],NA,NA,NA,NA,NA
cyprian,[cyprian person],NA,-0.057804526780071426,NA,NA,-0.060589829578007993
dab,[dab person],NA,NA,-0.05072851186639373,NA,NA
dabbler,[dabbler person],NA,NA,NA,NA,NA
dabster,[dabster person],NA,NA,NA,NA,NA
dackering,[dackering person],NA,NA,NA,NA,NA
dacoiting,[dacoiting person],NA,NA,NA,NA,NA
daddling,[daddling person],NA,NA,NA,NA,NA
daddocky,[daddocky person],NA,NA,NA,NA,NA
daedal,[daedal person],NA,NA,NA,NA,NA
daff,[daff person],NA,NA,NA,NA,NA
daffing,[daffing person],NA,NA,NA,NA,NA
daffy,[daffy person],NA,-0.05687858065200549,NA,-0.048996252334328215,-0.06075924206325552
daft,[daft person],-0.1281531693916738,-0.03959739789237455,-0.044221700386072205,-0.03773443105514814,-0.05140817667949467
dain,[dain person],NA,NA,NA,NA,NA
dainty,[dainty person],-0.12558486790611487,-0.03492928304176392,-0.048718277330453974,-0.03645524842458358,-0.05936096455481266
daisy,[daisy person],NA,NA,NA,0.0024741144687266403,-0.06039664179691779
dallying,[dallying person],NA,NA,NA,NA,NA
damageable,[damageable person],NA,NA,NA,NA,NA
damaged,[damaged person],0.0014546751291956048,-0.027020889271496318,-0.02608606339666475,-0.029117850786620315,-0.034565530283898555
damaging,[damaging person],-0.12846768585701548,NA,-0.05058673232880702,NA,NA
dammered,[dammered person],NA,NA,NA,NA,NA
dammished,[dammished person],NA,NA,NA,NA,NA
damnable,[damnable person],-0.12816619787022737,-0.04651944150398258,-0.046363849980476005,-0.049648599635099766,-0.058936033504857335
damning,[damning person],NA,NA,-0.05081012568397546,NA,NA
damp,[damp person],-0.12881773850718312,-0.055906537929718954,-0.05007601992262079,NA,-0.05962683265167212
dampened,[dampened person],NA,NA,NA,NA,NA
dampening,[dampening person],NA,NA,NA,NA,NA
dancing,[dancing person],-0.1233111721400404,-0.007993824256293292,-0.01863683869662183,0.28486845255567356,-0.011097727810721932
dandering,[dandering person],NA,NA,NA,NA,NA
dandiacal,[dandiacal person],NA,NA,NA,NA,NA
dandifying,[dandifying person],NA,NA,NA,NA,NA
dandiprat,[dandiprat person],NA,NA,NA,NA,NA
dandled,[dandled person],NA,NA,NA,NA,NA
dandling,[dandling person],NA,NA,NA,NA,NA
dandy,[dandy person],NA,-0.05777739363820781,-0.04647890549866612,-0.048420246808736855,-0.05051995327911118
dangerous,[dangerous person],0.7920078464770047,0.2275863794792127,0.6660302665941256,-0.02608675113087705,-0.036952606470823386
dangler,[dangler person],NA,NA,NA,NA,NA
dantesque,[dantesque person],NA,NA,NA,NA,NA
daphnean,[daphnean person],NA,NA,NA,NA,NA
dapper,[dapper person],-0.12773761706082895,-0.05740718189157845,0.01215033953134506,NA,-0.057702079261613894
dare-devil,[dare - devil person],-0.12960168789531437,NA,-0.051064170683647624,NA,-0.059810106891209386
daring,[daring person],-0.10310022567812757,-0.035763777212487115,-0.032085006700888444,-0.039998704497451694,-0.04927387802063808
dark,[dark person],-0.06116105487271753,0.217981704711322,0.5023126952184924,0.14335594704946386,0.0633369118320712
darkened,[darkened person],NA,NA,-0.04976387951938201,NA,NA
darkish,[darkish person],NA,-0.057685755020158686,-0.0493509508998433,NA,NA
darkling,[darkling person],NA,NA,-0.05093360475152187,NA,NA
darling,[darling person],-0.11952687454942891,-0.04449565448275452,-0.02102470136699268,0.36803981476689834,0.40713577507480675
dashed,[dashed person],NA,NA,NA,NA,NA
dashing,[dashing person],-0.12399209845452511,-0.055313791166944674,-0.023296718399606706,-0.04750706282955888,-0.05405658233774131
dastardized,[dastardized person],NA,NA,NA,NA,NA
dastardly,[dastardly person],-0.12820678062147126,NA,-0.049210882171470245,NA,-0.06033483642750257
dated,[dated person],-0.13054298902673964,-0.05729106202421201,-0.05034626480020621,-0.04972713050760988,NA
dateless,[dateless person],NA,NA,-0.051016493150482636,-0.04935018123238989,NA
dauber,[dauber person],NA,NA,NA,NA,NA
daughterly,[daughterly person],NA,NA,NA,NA,NA
daunch,[daunch person],NA,NA,NA,NA,NA
daunted,[daunted person],NA,NA,-0.05059706077178298,NA,NA
dauntless,[dauntless person],-0.13026553226769377,-0.05468848628377951,-0.04904504284687245,-0.04878002409174641,-0.06005337739023564
dauted,[dauted person],NA,NA,NA,NA,NA
dauting,[dauting person],NA,NA,NA,NA,NA
davered,[davered person],NA,NA,NA,NA,NA
davering,[davering person],NA,NA,NA,NA,NA
daw,[daw person],NA,NA,NA,NA,NA
dawdling,[dawdling person],NA,-0.057122396217287416,-0.051012359072776445,-0.05023693203603279,-0.05995701617020537
dawkin,[dawkin person],NA,NA,NA,NA,NA
daydreamer,[daydreamer person],NA,NA,NA,NA,NA
daydreaming,[daydreaming person],-0.13003917655817973,-0.05737774203760035,NA,-0.04826450352788193,-0.05720679738821154
dazed,[dazed person],-0.12634731028052304,-0.04157907875143672,-0.031416827980027026,-0.04248989809521086,-0.04939675834968647
dazing,[dazing person],NA,NA,NA,NA,NA
dazzled,[dazzled person],NA,NA,-0.05046501215207175,-0.049347593286508305,-0.06031661639485018
dazzling,[dazzling person],-0.1257789045972042,-0.045544991294447015,-0.04892071301808259,-0.04518468306104235,-0.05865910968894613
deaconing,[deaconing person],NA,NA,NA,NA,NA
dead,[dead person],5.784418868691266,2.3874737740962426,6.977295983742512,1.4045223549737136,1.105537204769669
dead-alive,[dead - alive person],NA,NA,NA,NA,NA
dead-beat,[dead - beat person],NA,NA,NA,NA,NA
dead-drunk,[dead - drunk person],NA,NA,NA,NA,NA
dead-hearted,[dead - hearted person],NA,NA,NA,NA,NA
deadened,[deadened person],NA,NA,-0.05064016735320221,NA,NA
deader,[deader person],NA,NA,-0.05096785479806226,NA,NA
deadly,[deadly person],-0.12446095184057357,-0.04732652600821319,-0.04143125204347637,-0.049392636829843795,-0.06019480402149681
deaf,[deaf person],1.2045652597523697,0.04871797507262932,0.1405533475617959,0.01955812344840703,0.022679926818654352
dear,[dear person],0.025379647308826876,0.250511216079979,0.28063737039217856,1.287525983362846,3.708382887981649
deathful,[deathful person],NA,NA,NA,NA,NA
deathless,[deathless person],-0.12974030242959164,-0.05748183657928934,-0.045854644727363274,NA,-0.060613317592811286
deaved,[deaved person],NA,NA,NA,NA,NA
debarbarized,[debarbarized person],NA,NA,NA,NA,NA
debased,[debased person],-0.1265999049563357,-0.05583269973999222,-0.049035058839590466,NA,NA
debasing,[debasing person],NA,-0.057887561050393554,-0.05082897531251132,NA,NA
debating,[debating person],NA,-0.0574318038458006,-0.05095464419643686,NA,NA
debauched,[debauched person],-0.12336582358601958,-0.05203950963454741,-0.047503267298342235,-0.04965273638212662,-0.06052627942706665
debauching,[debauching person],NA,NA,NA,NA,NA
debile,[debile person],NA,NA,NA,NA,NA
debilitated,[debilitated person],-0.11405264954015532,-0.05594346229004654,-0.0490615484446209,-0.05015022515648953,-0.060749546506363876
debonair,[debonair person],-0.12892197564371355,NA,-0.03818432058678394,NA,-0.06075924206325552
debording,[debording person],NA,NA,NA,NA,NA
decadent,[decadent person],-0.12734581900589606,-0.05498885176461835,-0.04935559454541105,NA,NA
decadescent,[decadescent person],NA,NA,NA,NA,NA
decamping,[decamping person],NA,NA,NA,NA,NA
decayed,[decayed person],-0.13033161348993402,-0.05697966586388577,-0.050633855962759045,NA,NA
decaying,[decaying person],NA,-0.05628565954386057,-0.04839331131134866,NA,NA
deceitful,[deceitful person],-0.05868714756399041,-0.03359602654912813,-0.024923681817963384,-0.04634814346101843,-0.05760762917058661
deceivable,[deceivable person],NA,NA,NA,NA,NA
decelerating,[decelerating person],NA,NA,NA,NA,NA
decent,[decent person],1.471943778925266,0.22805933517596014,0.5663871592948142,0.05390407911416752,-0.006484093252213903
deceptive,[deceptive person],-0.08618287945376786,-0.05249027725014793,-0.047126929680308724,-0.05003750737790982,NA
decided,[decided person],-0.12938982174994068,-0.05666273084474234,-0.04881781969750853,-0.04983347970763272,-0.0605329464109657
deciding,[deciding person],-0.12605600535715483,NA,-0.05081531214168553,NA,NA
decisive,[decisive person],-0.07400161001009256,-0.04751271867334167,-0.03145652302268712,-0.04989377459356341,NA
decivilized,[decivilized person],NA,NA,NA,NA,NA
declaiming,[declaiming person],NA,NA,NA,NA,NA
declamatory,[declamatory person],NA,NA,NA,NA,NA
declining,[declining person],-0.1275018070406688,-0.05694576879445038,-0.04962437911272586,NA,NA
decolorate,[decolorate person],NA,NA,NA,NA,NA
deconsecrated,[deconsecrated person],NA,NA,NA,NA,NA
deconsidering,[deconsidering person],NA,NA,NA,NA,NA
