TDA,coded,person_zscore,woman_zscore,man_zscore,girl_zscore,boy_zscore
forespeaking,[forespeaking person],NA,NA,NA,NA,NA
forestalled,[forestalled person],NA,NA,NA,NA,NA
forestalling,[forestalling person],NA,NA,NA,NA,NA
foretasting,[foretasting person],NA,NA,NA,NA,NA
foretelling,[foretelling person],NA,NA,-0.05115408935236361,NA,NA
forethoughtful,[forethoughtful person],NA,NA,NA,NA,NA
forewarning,[forewarning person],NA,NA,NA,NA,NA
forfaim,[forfaim person],NA,NA,NA,NA,NA
forfeiting,[forfeiting person],-0.13086807625724708,NA,NA,NA,NA
forfending,[forfending person],NA,NA,NA,NA,NA
forfighting,[forfighting person],NA,NA,NA,NA,NA
forfoughten,[forfoughten person],NA,NA,NA,NA,NA
forgathering,[forgathering person],NA,NA,NA,NA,NA
forgetable,[forgetable person],NA,NA,NA,NA,NA
forgetful,[forgetful person],-0.07422021558990974,-0.05554097276262978,-0.046785935398917504,-0.04902808863933433,-0.05785913875436582
forgetive,[forgetive person],NA,NA,NA,NA,NA
forging,[forging person],NA,NA,-0.05106400311599643,NA,NA
forgivable,[forgivable person],NA,NA,NA,NA,NA
forgiving,[forgiving person],0.10495320002490374,-0.03916011146106348,-0.02038844205241376,-0.048458760743091335,-0.060307093456722964
forgoing,[forgoing person],NA,NA,NA,NA,NA
forjesket,[forjesket person],NA,NA,NA,NA,NA
forlorn,[forlorn person],-0.12432956235632271,-0.04084277653038299,-0.0454840948858854,-0.04248707745862428,-0.051584563336921484
formal,[formal person],-0.1021087980012193,-0.052884348432700685,-0.035883725561425724,-0.049308877580832175,-0.05944317187522775
formalist,[formalist person],NA,NA,NA,NA,NA
formalizing,[formalizing person],NA,NA,NA,NA,NA
formful,[formful person],NA,NA,NA,NA,NA
formicating,[formicating person],NA,NA,NA,NA,NA
formidable,[formidable person],-0.046960914012496385,0.11590799133341209,-0.0015652935090058812,-0.04868649190158854,-0.06042437028074657
forming,[forming person],-0.12748168726065742,-0.05694377791243399,-0.04552636243500982,NA,-0.059460683799176975
formless,[formless person],-0.1296853143262649,-0.05729585220784091,-0.05063515656258009,NA,NA
formulating,[formulating person],NA,NA,-0.05113974938186401,NA,NA
formulistic,[formulistic person],NA,NA,NA,NA,NA
fornicating,[fornicating person],NA,-0.05607264818383838,NA,NA,NA
forpining,[forpining person],NA,NA,NA,NA,NA
forritsome,[forritsome person],NA,NA,NA,NA,NA
forsaken,[forsaken person],-0.12912525438409725,-0.04881206526146564,-0.045988487638770136,-0.04598650651720686,-0.05851716256336709
forsaking,[forsaking person],NA,NA,-0.0508170479156455,NA,NA
forsetting,[forsetting person],NA,NA,NA,NA,NA
forslowing,[forslowing person],NA,NA,NA,NA,NA
forspending,[forspending person],NA,NA,NA,NA,NA
forspent,[forspent person],NA,NA,NA,NA,NA
forswearing,[forswearing person],NA,NA,NA,NA,NA
forte,[forte person],NA,NA,NA,NA,NA
forthcoming,[forthcoming person],-0.1201848899548881,-0.05669137815203607,-0.050103092654201896,NA,NA
forthgoing,[forthgoing person],NA,NA,NA,NA,NA
forthputting,[forthputting person],NA,-0.057967399162936695,NA,NA,NA
forthright,[forthright person],-0.10368200008595983,-0.04147961851842405,-0.04159829820304716,-0.046210064591647816,-0.06047754284982877
forthy,[forthy person],NA,NA,NA,NA,NA
fortified,[fortified person],NA,NA,-0.05090733140057526,NA,NA
fortifying,[fortifying person],NA,NA,-0.05109268869266888,NA,NA
fortitudinous,[fortitudinous person],NA,NA,NA,NA,NA
fortuitist,[fortuitist person],NA,NA,NA,NA,NA
fortunate,[fortunate person],0.019857269077574544,0.003070107709219079,0.07212113379789772,-0.024292430973455636,-0.0464031565053986
fortune-hunting,[fortune - hunting person],NA,-0.05775087288700273,NA,-0.050334860103799915,NA
forward,[forward person],-0.09973469303697448,-0.04772534407086346,-0.03333076559431082,-0.04286861657233687,-0.05043726698606604
forward-looking,[forward - looking person],-0.12182388049044507,-0.056597312500591475,-0.04827206242613208,NA,NA
forwarding,[forwarding person],-0.13071876507756808,NA,-0.05110043774334169,NA,NA
forwearied,[forwearied person],NA,NA,NA,NA,NA
forwearying,[forwearying person],NA,NA,NA,NA,NA
forweend,[forweend person],NA,NA,NA,NA,NA
forworn,[forworn person],NA,NA,NA,NA,NA
fossil,[fossil person],NA,-0.05698935009139473,-0.03419865926966556,-0.04986526891650085,NA
fossilizing,[fossilizing person],NA,NA,NA,NA,NA
fostering,[fostering person],-0.12939856249172807,NA,-0.05087188301604291,NA,NA
foudroyant,[foudroyant person],NA,NA,NA,NA,NA
foughten,[foughten person],NA,NA,NA,NA,NA
foul,[foul person],-0.12044804375815378,-0.04975272177591162,-0.0393862964655359,-0.04909962722315544,-0.05798013022892412
foul-mouthed,[foul - mouthed person],-0.12768048279682007,-0.05282942811446596,-0.04814216015848969,-0.048043836956928904,-0.05841209101967173
foul-spoken,[foul - spoken person],NA,NA,NA,NA,NA
fouled,[fouled person],NA,NA,NA,NA,NA
fouling,[fouling person],NA,NA,NA,NA,NA
foulish,[foulish person],NA,NA,NA,NA,NA
foundered,[foundered person],NA,NA,NA,NA,NA
foundering,[foundering person],NA,NA,NA,NA,NA
four-eyed,[four - eyed person],NA,NA,-0.05015787139786714,NA,NA
four-flusher,[four - flusher person],NA,NA,NA,NA,NA
foursquare,[foursquare person],NA,NA,-0.051035599322984834,NA,NA
fouter,[fouter person],NA,NA,NA,NA,NA
foxing,[foxing person],NA,NA,NA,NA,NA
foxy,[foxy person],-0.13042514836120694,-0.05455474406922308,-0.04902893333912,-0.04732606649925712,-0.05979808020059875
fozy,[fozy person],NA,NA,NA,NA,NA
frabbing,[frabbing person],NA,NA,NA,NA,NA
frabbit,[frabbit person],NA,NA,NA,NA,NA
fractile,[fractile person],NA,NA,NA,NA,NA
fractious,[fractious person],-0.13026711306087618,-0.057113855621350275,-0.050480400976052546,-0.049999224914705875,-0.05932377239375574
fragile,[fragile person],-0.05362557011694267,0.030898349810499635,-0.03434236893668858,-0.005066436571532664,-0.03326390689985716
fragmentary,[fragmentary person],NA,-0.0574558222411672,-0.05066581462487833,NA,NA
fragrant,[fragrant person],-0.1291793153284638,-0.05538906549942733,-0.050712647069308184,-0.04886891529033237,NA
fraiking,[fraiking person],NA,NA,NA,NA,NA
frail,[frail person],-0.05630001366100158,0.13577278729065623,0.028810985128409832,-0.0022883548998129375,-0.0015726311953767474
frailish,[frailish person],NA,NA,NA,NA,NA
fraising,[fraising person],NA,NA,NA,NA,NA
framable,[framable person],NA,NA,NA,NA,NA
framing,[framing person],NA,-0.05738436740159158,-0.05098696346312566,NA,NA
frampler,[frampler person],NA,NA,NA,NA,NA
frampoid,[frampoid person],NA,NA,NA,NA,NA
frangible,[frangible person],NA,NA,NA,NA,NA
frank,[frank person],-0.11189125460087866,-0.05441744327363624,-0.04492334540083477,-0.0477397979756892,-0.05800347946085642
frank-hearted,[frank - hearted person],NA,NA,-0.05114512863194924,-0.05017723675744741,-0.060780339934841776
frankenstein,[frankenstein person],NA,NA,-0.050911036855715165,NA,NA
frantic,[frantic person],-0.11949840177245588,-0.010116611254163296,-0.03882554698048528,-0.040060727157358346,-0.05226487504913085
fratched,[fratched person],NA,NA,NA,NA,NA
fraternal,[fraternal person],NA,NA,-0.05081995028735205,NA,-0.0593002108960786
fraternizing,[fraternizing person],NA,NA,NA,NA,NA
fraudful,[fraudful person],NA,NA,-0.05085723026567978,NA,NA
fraudless,[fraudless person],NA,NA,NA,NA,NA
fraudulent,[fraudulent person],-0.11521214118339458,-0.057349195027573165,-0.04953896176522132,NA,NA
frayed,[frayed person],NA,NA,-0.05050125296695392,NA,NA
fraying,[fraying person],NA,NA,NA,NA,NA
frazzled,[frazzled person],-0.12799226284634138,-0.044389226867455694,-0.048965532015433376,-0.04795381757228735,NA
frazzling,[frazzling person],NA,NA,NA,NA,NA
freakish,[freakish person],-0.12865858543841466,-0.056897621474768637,-0.049829480719536495,-0.04940426235926032,-0.056623752119402154
freckened,[freckened person],NA,NA,NA,NA,NA
free,[free person],1.589340876163273,1.1625490347983287,1.753101562476037,0.0033572316734028947,-0.02549498063874541
free-born,[free - born person],-0.1262774725739742,-0.05296965020357591,-0.046805660255175574,-0.0501714540552552,-0.05876901586961871
free-handed,[free - handed person],NA,NA,-0.05083558928052808,NA,NA
free-hearted,[free - hearted person],NA,-0.057841316134478654,-0.05090549980677987,-0.050036663440238924,-0.060780339934841776
free-living,[free - living person],-0.12992815952080028,-0.05787888396918603,-0.050879547531617476,NA,NA
free-lover,[free - lover person],NA,NA,NA,NA,NA
free-minded,[free - minded person],-0.13079070331835213,-0.057333303190807365,-0.050922547718260054,NA,NA
free-spoken,[free - spoken person],NA,NA,-0.05072780703026081,NA,NA
free-thinking,[free - thinking person],-0.1242766455589269,-0.0545553283279277,-0.05012648069805075,-0.05018337715255872,NA
free-tongued,[free - tongued person],NA,NA,NA,NA,NA
free-wilier,[free - wilier person],NA,NA,NA,NA,NA
free-willer,[free - willer person],NA,NA,NA,NA,NA
freebooter,[freebooter person],NA,NA,NA,NA,NA
freeing,[freeing person],-0.130816732661936,-0.057071730568746835,-0.044700736308779514,NA,NA
freeish,[freeish person],NA,NA,NA,NA,NA
freethinking,[freethinking person],-0.12906246931907897,-0.05280313647275784,-0.05051928712124701,NA,NA
freezing,[freezing person],-0.12693106653099823,-0.056397496023609786,-0.04697191261506495,-0.04911214647532413,-0.05779121371601731
freighted,[freighted person],NA,NA,NA,NA,NA
fremd,[fremd person],NA,NA,NA,NA,NA
fremescent,[fremescent person],NA,NA,NA,NA,NA
frenchified,[frenchified person],NA,NA,NA,NA,NA
frenchy,[frenchy person],NA,NA,NA,NA,NA
frenetic,[frenetic person],-0.12941028999817797,-0.05668904111721757,-0.050240321297025846,NA,NA
frenzied,[frenzied person],-0.1274630948723832,-0.04971182366658788,-0.0470479942034889,-0.049072800254222525,-0.0593967918099804
frenzying,[frenzying person],NA,NA,NA,NA,NA
frequent,[frequent person],-0.12715274500657528,-0.05753422975932785,-0.05063763625879538,NA,NA
fresh,[fresh person],-0.10785813652908927,-0.053263532332002206,-0.04238165678015306,-0.03922611034611208,-0.05414554954840545
fresh-water,[fresh - water person],NA,NA,-0.05092418206349286,NA,NA
freshening,[freshening person],NA,NA,NA,NA,NA
freshman,[freshman person],NA,-0.054187245344014055,-0.05114400149730592,0.02218976386430977,-0.022056275572351694
fretful,[fretful person],-0.12890386194526285,-0.052769833726594224,-0.049868930432052615,-0.04934464687274273,-0.05863072473685602
fretless,[fretless person],NA,NA,NA,NA,NA
fretted,[fretted person],NA,NA,-0.05107848679616307,NA,NA
fretting,[fretting person],NA,-0.0575459733592908,-0.050872643831927154,NA,NA
fretty,[fretty person],NA,NA,-0.05111596402305339,NA,NA
friable,[friable person],NA,NA,NA,NA,NA
fribble,[fribble person],NA,NA,NA,NA,NA
fribbling,[fribbling person],NA,NA,NA,NA,NA
fribblish,[fribblish person],NA,NA,NA,NA,NA
frictionless,[frictionless person],NA,NA,NA,NA,NA
fridged,[fridged person],NA,NA,NA,NA,NA
fridging,[fridging person],NA,NA,NA,NA,NA
fried,[fried person],NA,NA,-0.04852820377382605,NA,NA
friending,[friending person],NA,NA,NA,NA,NA
friendless,[friendless person],-0.12154642485004537,-0.048817907848511886,-0.04412307980407912,-0.035947258587644595,-0.03958942609606289
friendly,[friendly person],0.41044044120724854,0.07652895464169869,0.08012378976545438,0.00812050904615838,-0.010222460297570832
frigging,[frigging person],NA,NA,NA,NA,NA
frightable,[frightable person],NA,NA,NA,NA,NA
frighted,[frighted person],NA,NA,-0.05112878517962113,-0.050251338807188774,-0.060847840441700614
frightenable,[frightenable person],NA,NA,NA,NA,NA
frightened,[frightened person],-0.04093984057908032,0.11018225602808877,0.04971933276195572,0.1483957488220491,0.19418945198250037
frightening,[frightening person],-0.09402826002050653,-0.04296947821521736,-0.02887576591659707,-0.04793652908119725,-0.058950927612945826
frightful,[frightful person],-0.1283054730795761,-0.050930003065730645,-0.0474678518581248,-0.04943287779278877,-0.059660213599325745
frighting,[frighting person],NA,NA,NA,NA,NA
frigid,[frigid person],-0.12540076995765967,-0.029391305919736363,-0.04994557558779823,-0.048468895375799334,NA
frigorific,[frigorific person],NA,NA,NA,NA,NA
frilled,[frilled person],NA,NA,NA,NA,NA
frim,[frim person],NA,NA,NA,NA,NA
frippery,[frippery person],NA,NA,NA,NA,NA
friskful,[friskful person],NA,NA,NA,NA,NA
frisking,[frisking person],NA,NA,NA,NA,NA
frisky,[frisky person],-0.1311571020838882,-0.056463517257232386,-0.05093900388405249,-0.048797376706511256,-0.05822253770953039
frittering,[frittering person],NA,NA,NA,NA,NA
frivoling,[frivoling person],NA,NA,NA,NA,NA
frivolized,[frivolized person],NA,NA,NA,NA,NA
frivolous,[frivolous person],-0.09467184269153674,-0.037389807586050254,-0.043303089351065395,-0.03393821669200179,-0.05934818295441224
frizzled,[frizzled person],NA,NA,NA,NA,NA
frizzling,[frizzling person],NA,NA,NA,NA,NA
froggy,[froggy person],NA,NA,-0.050789151333223384,NA,NA
frolicsome,[frolicsome person],-0.13083418090323948,NA,-0.05092488652264494,-0.048264414257043996,-0.05938182707496924
frontier,[frontier person],-0.12735726127759156,-0.01140782299138416,-0.04279024308835577,-0.044957543219913236,-0.052302021554477704
fronting,[fronting person],NA,NA,-0.05110810225891625,NA,NA
frontless,[frontless person],NA,-0.05784955418221386,-0.05113253290231016,NA,NA
frosty,[frosty person],NA,-0.05643605709811502,-0.05082860104573951,-0.05019732717640383,-0.05539367212805946
frothing,[frothing person],NA,NA,NA,NA,NA
frothy,[frothy person],NA,NA,-0.05110184666164584,NA,NA
frotted,[frotted person],NA,NA,NA,NA,NA
frotting,[frotting person],NA,NA,NA,NA,NA
frounced,[frounced person],NA,NA,NA,NA,NA
frow,[frow person],NA,NA,NA,NA,NA
froward,[froward person],-0.1302050430877146,-0.057540481327467335,-0.04752984426350727,-0.05035554667762152,-0.059979779678181036
frownful,[frownful person],NA,NA,NA,NA,NA
frowning,[frowning person],-0.129446473646127,-0.0448741615922943,-0.04076703640360026,-0.04613614138836601,-0.05521961421729138
frowsting,[frowsting person],NA,NA,NA,NA,NA
frowsy,[frowsy person],NA,-0.052616757945982515,-0.051004969439052666,-0.0496573300995275,-0.06077451324014594
frozen,[frozen person],-0.11677247161471452,-0.04380496816283086,-0.027790898822403654,-0.03910091782442514,-0.048646805428348074
fructiferous,[fructiferous person],NA,NA,NA,NA,NA
frugal,[frugal person],-0.07643700034568049,-0.04802915859726837,-0.029743659591951806,-0.049298444870691606,-0.06046883995429037
fruit,[fruit person],-0.12615447677462174,-0.0542047731051528,-0.04147994906549878,-0.047514451436652706,-0.05805909308600427
fruitful,[fruitful person],-0.12582410433682623,-0.0544893070943051,-0.050484909514625816,NA,NA
fruitless,[fruitless person],NA,NA,-0.05084748055101508,NA,NA
frumped,[frumped person],NA,NA,NA,NA,NA
frumping,[frumping person],NA,NA,NA,NA,NA
frumpish,[frumpish person],NA,-0.05738553591900083,NA,NA,NA
frush,[frush person],NA,NA,NA,NA,NA
frustrable,[frustrable person],NA,NA,NA,NA,NA
frustrated,[frustrated person],-0.08001245962918173,-0.02244446992174716,-0.019289485775178868,-0.046190391481097014,-0.04968266226316297
frustrating,[frustrating person],-0.10568425728472053,-0.04510202248709798,-0.041017823861738474,NA,NA
frustrative,[frustrative person],NA,NA,NA,NA,NA
frying,[frying person],NA,NA,NA,NA,NA
fubbing,[fubbing person],NA,NA,NA,NA,NA
fuddled,[fuddled person],NA,NA,-0.05095726346527424,NA,NA
fuddling,[fuddling person],NA,NA,NA,NA,NA
fuddy-duddy,[fuddy - duddy person],NA,NA,NA,NA,NA
fudging,[fudging person],NA,NA,NA,NA,NA
fudgy,[fudgy person],NA,NA,NA,NA,NA
fuffy,[fuffy person],NA,NA,NA,NA,NA
fugacious,[fugacious person],NA,NA,NA,NA,NA
fugient,[fugient person],NA,NA,NA,NA,NA
fugitive,[fugitive person],-0.12055387735294541,-0.053362272053083804,-0.04966097409036047,-0.0467746232489694,-0.05826987297062952
fugleman,[fugleman person],NA,NA,NA,NA,NA
fulfilling,[fulfilling person],-0.1292212197112664,-0.05776594676158205,-0.04908669898959004,NA,NA
fulgent,[fulgent person],NA,NA,NA,NA,NA
fulgid,[fulgid person],NA,NA,NA,NA,NA
fulgurant,[fulgurant person],NA,NA,NA,NA,NA
fulgurous,[fulgurous person],NA,NA,NA,NA,NA
fuliginous,[fuliginous person],NA,NA,NA,NA,NA
full,[full person],0.13555913149167426,-0.022111442460111007,-0.014978195764488141,-0.045224620599512044,-0.05567067892507451
full-blooded,[full - blooded person],-0.12956703813316667,-0.05384370122569465,-0.04709307958922161,-0.04987939778680552,-0.06059906498874917
full-blown,[full - blown person],-0.12819820930107104,-0.05252093951842404,-0.05010337443786273,-0.049573928033889395,NA
full-brimmed,[full - brimmed person],NA,NA,NA,NA,NA
full-fed,[full - fed person],NA,NA,-0.05099102114784161,NA,NA
full-fledged,[full - fledged person],-0.10059280326501478,-0.04818106586047083,-0.04622518591386688,-0.04980153996141355,-0.06020106671717582
full-grown,[full - grown person],-0.10692851711537896,0.02663326126673838,0.0692187620913543,-0.04595789108367841,-0.05847683207184766
full-hearted,[full - hearted person],NA,-0.057809065053983366,-0.05105740937833303,NA,NA
full-mouthed,[full - mouthed person],NA,NA,NA,NA,-0.060780339934841776
full-sailed,[full - sailed person],NA,NA,NA,NA,NA
fullish,[fullish person],NA,NA,NA,NA,NA
fulminating,[fulminating person],NA,NA,NA,NA,NA
fulminatory,[fulminatory person],NA,NA,NA,NA,NA
fulsome,[fulsome person],NA,-0.05727885027953633,NA,NA,NA
fumacious,[fumacious person],NA,NA,NA,NA,NA
fumbling,[fumbling person],-0.13085876576127284,NA,-0.050350216924749336,NA,-0.056656653309852215
fuming,[fuming person],NA,-0.05476390868547876,-0.04878180906857256,NA,NA
fumous,[fumous person],NA,NA,NA,NA,NA
fundamental,[fundamental person],-0.12243885948720726,-0.057202020259878174,-0.05008900347116042,NA,-0.06077451324014594
funereal,[funereal person],NA,NA,-0.050280616360524465,NA,NA
fungous,[fungous person],NA,NA,NA,NA,NA
funk,[funk person],NA,NA,NA,NA,NA
funked,[funked person],NA,NA,NA,NA,NA
funking,[funking person],NA,NA,NA,NA,NA
funny,[funny person],0.05675600888330721,0.015438864486126675,0.1695337453466418,0.4145788961230912,0.11575725926444605
furacious,[furacious person],NA,NA,NA,NA,NA
furbelowed,[furbelowed person],NA,NA,NA,NA,NA
furbishing,[furbishing person],NA,NA,NA,NA,NA
furciferous,[furciferous person],NA,NA,NA,NA,NA
furibund,[furibund person],NA,NA,NA,NA,NA
furious,[furious person],-0.12096863062983158,-0.02717112284216202,-0.01820461868098545,-0.04376404117983108,-0.05228928560978735
furrowed,[furrowed person],NA,NA,-0.05093776403594485,NA,NA
furrowless,[furrowless person],NA,NA,NA,NA,NA
furthering,[furthering person],NA,-0.057853994548369016,-0.050322038558666383,NA,NA
furthersome,[furthersome person],NA,NA,NA,NA,NA
furtive,[furtive person],-0.12820350098081063,-0.05660549212245622,-0.04808044953676804,-0.05016477712076523,-0.057816685605398
fuscous,[fuscous person],NA,NA,NA,NA,NA
fused,[fused person],-0.12499030723191373,NA,-0.05025159264345903,NA,NA
fusible,[fusible person],NA,NA,NA,NA,NA
fusing,[fusing person],NA,NA,-0.050843281974468725,NA,NA
fussed,[fussed person],NA,NA,NA,NA,NA
fussing,[fussing person],NA,-0.05707056205133758,NA,NA,NA
fussock,[fussock person],NA,NA,NA,NA,NA
fussy,[fussy person],-0.11557826821402513,-0.04817522327342458,-0.03900588852341613,-0.04808676010722158,-0.05843862423777661
fustian,[fustian person],NA,NA,NA,NA,NA
fustigating,[fustigating person],NA,NA,NA,NA,NA
fustling,[fustling person],NA,NA,NA,NA,NA
fusty,[fusty person],NA,NA,NA,NA,NA
futile,[futile person],-0.12875169039815704,-0.05745126502327112,-0.050537039491879265,NA,NA
futilitarian,[futilitarian person],NA,NA,NA,NA,NA
futureless,[futureless person],NA,NA,-0.05108477057179957,NA,NA
futuristic,[futuristic person],NA,NA,-0.05056042753572811,NA,NA
fuzzy,[fuzzy person],-0.11822696845124282,NA,-0.04948570465332455,-0.04975539757484893,NA
fyled,[fyled person],NA,NA,NA,NA,NA
fyling,[fyling person],NA,NA,NA,NA,NA
gabbing,[gabbing person],NA,NA,NA,NA,NA
gabbling,[gabbling person],NA,-0.05760048469643231,NA,NA,NA
gabby,[gabby person],-0.130028987472595,-0.05715744132071529,-0.05105318262342058,-0.05016149826900676,NA
gaberlunzie,[gaberlunzie person],NA,NA,-0.04891452917282325,NA,NA
gaby,[gaby person],NA,NA,NA,NA,NA
gadabout,[gadabout person],NA,-0.057685202208602904,NA,NA,NA
gadarening,[gadarening person],NA,NA,NA,NA,NA
gadding,[gadding person],NA,-0.057930357161063484,NA,NA,NA
gaddish,[gaddish person],NA,NA,NA,NA,NA
gadling,[gadling person],NA,NA,NA,NA,NA
gaffer,[gaffer person],NA,NA,NA,NA,NA
gagged,[gagged person],NA,-0.05211721675352829,-0.04687892400699123,-0.047764240325161404,NA
gagging,[gagging person],NA,NA,-0.050291042355975146,NA,NA
gaggling,[gaggling person],NA,NA,NA,NA,NA
gaging,[gaging person],NA,NA,NA,NA,NA
gainful,[gainful person],NA,NA,-0.05084553624375536,NA,NA
gaining,[gaining person],-0.13064024799170237,-0.05742812837856798,-0.05086216147974429,NA,NA
gainless,[gainless person],NA,NA,NA,NA,NA
gainsaying,[gainsaying person],NA,NA,NA,NA,NA
gainsome,[gainsome person],NA,NA,NA,NA,NA
gala.n.,[gala.n. person],NA,NA,NA,NA,NA
galbanum,[galbanum person],NA,NA,NA,NA,NA
galimatias,[galimatias person],NA,NA,NA,NA,NA
gallant,[gallant person],-0.1237017117061399,-0.04948980535883044,0.0012807214653716588,-0.047376143507931893,-0.035471470646183986
gallanting,[gallanting person],NA,NA,NA,NA,NA
galled,[galled person],NA,NA,NA,NA,NA
galley-west,[galley - west person],NA,NA,NA,NA,NA
galliard,[galliard person],NA,NA,NA,NA,NA
gallied,[gallied person],NA,NA,NA,NA,NA
gallimaufry,[gallimaufry person],NA,NA,NA,NA,NA
galling,[galling person],NA,NA,NA,NA,NA
gallio,[gallio person],NA,NA,NA,NA,NA
gallivanting,[gallivanting person],NA,NA,NA,NA,NA
gallomaniac,[gallomaniac person],NA,NA,NA,NA,NA
gallophile,[gallophile person],NA,NA,NA,NA,NA
galloping,[galloping person],NA,NA,-0.050489699836859914,-0.04967956667599856,NA
galloptious,[galloptious person],NA,NA,NA,NA,NA
gallows,[gallows person],NA,NA,-0.0374808753510071,NA,NA
gally,[gally person],NA,NA,NA,NA,NA
galoot,[galoot person],NA,NA,NA,NA,NA
galumphing,[galumphing person],NA,NA,NA,NA,NA
galvanic,[galvanic person],NA,NA,NA,NA,NA
galvanized,[galvanized person],NA,NA,-0.05093429809691664,NA,NA
galvanizing,[galvanizing person],NA,NA,NA,NA,NA
gambadoing,[gambadoing person],NA,NA,NA,NA,NA
gambler,[gambler person],NA,NA,-0.05082823472698043,NA,NA
gambling,[gambling person],-0.12383900934262636,-0.04771365889677096,0.011650360183895762,-0.04878008821542116,-0.05958050781213865
gamboling,[gamboling person],NA,NA,NA,NA,NA
game,[game person],-0.1184329149059725,-0.0560895916862725,-0.04288604953303778,-0.032084175061304725,0.8611284222670109
gameling,[gameling person],NA,NA,NA,NA,NA
gamesome,[gamesome person],NA,NA,NA,NA,-0.060827993594558157
gamin,[gamin person],NA,NA,NA,NA,NA
gaming,[gaming person],-0.12953914955075535,NA,-0.049767488314154014,NA,NA
gammer,[gammer person],NA,NA,NA,NA,NA
gammerstags,[gammerstags person],NA,NA,NA,NA,NA
gamming,[gamming person],NA,NA,NA,NA,NA
gammoning,[gammoning person],NA,NA,NA,NA,NA
gammy,[gammy person],NA,NA,NA,NA,NA
gamphrel,[gamphrel person],NA,NA,NA,NA,NA
gamping,[gamping person],NA,NA,NA,NA,NA
gamy,[gamy person],NA,NA,NA,NA,NA
ganching,[ganching person],NA,NA,NA,NA,NA
gander,[gander person],NA,NA,NA,NA,NA
gangling,[gangling person],-0.13087193775327324,-0.056773466500035855,-0.04357078382885338,-0.047753509537588244,-0.039727398830208316
gangrel,[gangrel person],NA,NA,NA,NA,NA
gangrenous,[gangrenous person],NA,NA,NA,NA,NA
gangster,[gangster person],NA,NA,-0.050328801366526295,-0.045915564088250926,-0.059187497785569025
gapeseed,[gapeseed person],NA,NA,NA,NA,NA
gaping,[gaping person],NA,-0.05637763122765254,-0.04972888395262038,-0.049424531624676304,-0.058953368669011484
gapingstock,[gapingstock person],NA,NA,NA,NA,NA
garbled,[garbled person],NA,NA,NA,NA,NA
garbling,[garbling person],NA,NA,NA,NA,NA
gare,[gare person],NA,NA,NA,NA,NA
gargantuan,[gargantuan person],NA,-0.055039094535357054,-0.0470451763668806,NA,NA
garish,[garish person],NA,-0.05680822989296103,-0.05079850655076292,NA,NA
garnering,[garnering person],NA,NA,NA,NA,NA
garnishing,[garnishing person],NA,NA,NA,NA,NA
garreteer,[garreteer person],NA,NA,NA,NA,NA
garrulous,[garrulous person],-0.11542380837297787,-0.043682273834859654,-0.040473981396337615,-0.049532376039786635,-0.05929999863033376
gas-tight,[gas - tight person],NA,NA,NA,NA,NA
gascon,[gascon person],NA,-0.05772037458262132,NA,-0.050389706351396106,NA
gasconading,[gasconading person],NA,NA,NA,NA,NA
gaseous,[gaseous person],NA,NA,NA,NA,NA
gash,[gash person],NA,NA,NA,NA,NA
gashful,[gashful person],NA,NA,NA,NA,NA
gasping,[gasping person],NA,-0.053446989565254406,-0.044201979229111364,-0.04800210611636659,-0.05671821037585556
gaspy,[gaspy person],NA,NA,NA,NA,NA
gassy,[gassy person],NA,NA,-0.05090854307031683,NA,NA
gast,[gast person],NA,NA,NA,NA,NA
gastering,[gastering person],NA,NA,NA,NA,NA
gastronomer,[gastronomer person],NA,NA,NA,NA,NA
gastrophile,[gastrophile person],NA,NA,NA,NA,NA
gauche,[gauche person],-0.1303828149232903,-0.05768093712005914,-0.05093531251809562,-0.04809749089479474,-0.05554862612179202
gaudy,[gaudy person],-0.13046147502752733,-0.055385559947199584,-0.050421226407278356,-0.04993495942023992,NA
gauging,[gauging person],NA,NA,NA,NA,NA
gauming,[gauming person],NA,NA,NA,NA,NA
gaunt,[gaunt person],-0.12265338704421734,0.013604292153604723,0.08415329611531565,-0.0472300855659638,-0.05241982904286341
gaustering,[gaustering person],NA,NA,NA,NA,NA
gauzy,[gauzy person],NA,NA,NA,NA,NA
gavauling,[gavauling person],NA,NA,NA,NA,NA
gawfing,[gawfing person],NA,NA,NA,NA,NA
gawkhammer,[gawkhammer person],NA,NA,NA,NA,NA
gawkish,[gawkish person],NA,NA,NA,NA,NA
gawky,[gawky person],-0.1294307416252796,-0.05563679119018825,-0.04820866110244544,-0.027917052553725143,-0.0343358489112947
gawny,[gawny person],NA,NA,NA,NA,NA
gawsy,[gawsy person],NA,NA,NA,NA,NA
gay,[gay person],1.0009632964703112,0.03580612292934819,1.2233482801166535,-0.0024314320674551594,0.1735996747331059
gayish,[gayish person],NA,NA,NA,NA,NA
gazelle,[gazelle person],NA,NA,NA,NA,-0.05941727545435737
gazetteer,[gazetteer person],NA,NA,NA,NA,NA
gazing,[gazing person],-0.12987395555806241,-0.05704713327728213,-0.05053196738598434,NA,-0.059886701149069084
gazingstock,[gazingstock person],NA,NA,NA,NA,NA
gecking,[gecking person],NA,NA,NA,NA,NA
geeing,[geeing person],NA,NA,NA,NA,NA
geek,[geek person],NA,NA,NA,0.0015389593346163803,-0.041712083544454076
